trade_date,ticker,ticker_code,score,pred,pred_z,VaR_1pct,risk,_y
2024-04-25,600000.SH,600000,0.0,0.0013905309734042,0.0,-0.023541272794754445,0.023541272794754445,0.0207466720905102
2024-05-01,600000.SH,600000,0.0,0.0014080252960669,0.0,-0.023541272794754445,0.023541272794754445,-0.0075899161979022
2024-05-02,600000.SH,600000,0.0,0.0013798384731309,0.0,-0.023541272794754445,0.023541272794754445,2.885887069092874e-05
2024-05-03,600000.SH,600000,0.0,0.0013909860808679,0.0,-0.023541272794754445,0.023541272794754445,-0.0008141836527238
2024-05-04,600000.SH,600000,0.0,0.001386891181035,0.0,-0.023541272794754445,0.023541272794754445,0.0190841499663296
2024-05-05,600000.SH,600000,0.0,0.0013775230767546,0.0,-0.023541272794754445,0.023541272794754445,0.0043099939057831
2024-05-08,600000.SH,600000,0.0,0.0013718118551776,0.0,-0.023541272794754445,0.023541272794754445,-0.0106275813475803
2024-05-09,600000.SH,600000,0.0,0.0013883816255529,0.0,-0.023541272794754445,0.023541272794754445,0.0022293686743317
2024-05-10,600000.SH,600000,0.0,0.0013791605169132,0.0,-0.023541272794754445,0.023541272794754445,0.0177671450670457
2024-05-11,600000.SH,600000,0.0,0.0013866465427501,0.0,-0.023541272794754445,0.023541272794754445,0.0162824148198732
2024-05-12,600000.SH,600000,0.0,0.0013972180265911,0.0,-0.023541272794754445,0.023541272794754445,0.0209828676099268
2024-05-15,600000.SH,600000,0.0,0.001393310836584,0.0,-0.023541272794754445,0.023541272794754445,0.0118702979429137
2024-05-16,600000.SH,600000,0.0,0.001379721104635,0.0,-0.023541272794754445,0.023541272794754445,0.0136637667694301
2024-05-17,600000.SH,600000,0.0,0.0013737798361027,0.0,-0.023541272794754445,0.023541272794754445,0.0014423532245513
2024-05-18,600000.SH,600000,0.0,0.0013757655096404,0.0,-0.023541272794754445,0.023541272794754445,-0.0080352804233306
2024-05-19,600000.SH,600000,0.0,0.0013817883940504,0.0,-0.023541272794754445,0.023541272794754445,0.0120639696870314
2024-05-22,600000.SH,600000,0.0,0.0013626297170129,0.0,-0.023541272794754445,0.023541272794754445,-0.0007354556884024
2024-05-23,600000.SH,600000,0.0,0.0013647443181111,0.0,-0.023541272794754445,0.023541272794754445,-0.0042968316066762
2024-05-24,600000.SH,600000,0.0,0.0013753258031903,0.0,-0.023541272794754445,0.023541272794754445,-0.0117163733617347
2024-05-25,600000.SH,600000,0.0,0.0013792255606347,0.0,-0.023541272794754445,0.023541272794754445,-0.0124163612130269
2024-05-26,600000.SH,600000,0.0,0.0013594049914453,0.0,-0.02869060905801351,0.02869060905801351,-0.0047768869976891
2024-05-29,600000.SH,600000,0.0,0.001365467581881,0.0,-0.02869060905801351,0.02869060905801351,0.0056349776164044
2024-05-30,600000.SH,600000,0.0,0.0013559572426973,0.0,-0.02869060905801351,0.02869060905801351,-0.0075288136865876
2024-05-31,600000.SH,600000,0.0,0.0013720919804435,0.0,-0.02869060905801351,0.02869060905801351,-0.001817899071561
2024-06-01,600000.SH,600000,0.0,0.0013758184038049,0.0,-0.02869060905801351,0.02869060905801351,0.0061376150680501
2024-06-02,600000.SH,600000,0.0,0.0013853644861917,0.0,-0.02869060905801351,0.02869060905801351,-0.020100487769184
2024-06-06,600000.SH,600000,0.0,0.0013858727153892,0.0,-0.02869060905801351,0.02869060905801351,-0.0055410120268499
2024-06-07,600000.SH,600000,0.0,0.0014107315048692,0.0,-0.02869060905801351,0.02869060905801351,-3.4434772768099364e-05
2024-06-08,600000.SH,600000,0.0,0.0013821004116278,0.0,-0.02869060905801351,0.02869060905801351,0.006515194068341
2024-06-09,600000.SH,600000,0.0,0.0013911223926626,0.0,-0.02869060905801351,0.02869060905801351,-0.0054584501614818
2024-06-12,600000.SH,600000,0.0,0.0013929045985534,0.0,-0.02869060905801351,0.02869060905801351,-0.0017679612989977
2024-06-13,600000.SH,600000,0.0,0.0013711736272748,0.0,-0.02869060905801351,0.02869060905801351,0.0166110035656874
2024-06-14,600000.SH,600000,0.0,0.0013844128592037,0.0,-0.02869060905801351,0.02869060905801351,-0.003927574720782
2024-06-15,600000.SH,600000,0.0,0.0013754554913049,0.0,-0.02869060905801351,0.02869060905801351,-0.0030601324962232
2024-06-16,600000.SH,600000,0.0,0.0013905693374619,0.0,-0.02869060905801351,0.02869060905801351,-0.004016596558804
2024-06-19,600000.SH,600000,0.0,0.0013998872454915,0.0,-0.02869060905801351,0.02869060905801351,0.0066344602983554
2024-06-20,600000.SH,600000,0.0,0.0014110743986759,0.0,-0.02869060905801351,0.02869060905801351,0.0001262316296637
2024-06-21,600000.SH,600000,0.0,0.0013909132746206,0.0,-0.02869060905801351,0.02869060905801351,0.0039906841854735
2024-06-22,600000.SH,600000,0.0,0.0014130341928653,0.0,-0.02869060905801351,0.02869060905801351,-0.0018989707321307
2024-06-23,600000.SH,600000,0.0,0.0014081969330738,0.0,-0.02869060905801351,0.02869060905801351,0.0083719461780205
2024-06-26,600000.SH,600000,0.0,0.0014088921986816,0.0,-0.023010303624573538,0.023010303624573538,0.03278335277343
2024-06-27,600000.SH,600000,0.0,0.0013892387443969,0.0,-0.023010303624573538,0.023010303624573538,-0.0005342210961103
2024-06-28,600000.SH,600000,0.0,0.0013920577535184,0.0,-0.023010303624573538,0.023010303624573538,0.0006321870779932
2024-06-29,600000.SH,600000,0.0,0.0014014655895303,0.0,-0.023010303624573538,0.023010303624573538,-0.0221403844596353
2024-06-30,600000.SH,600000,0.0,0.0013976158811507,0.0,-0.023010303624573538,0.023010303624573538,0.0099459726060975
2024-07-03,600000.SH,600000,0.0,0.0014024053374527,0.0,-0.023010303624573538,0.023010303624573538,0.0253971737781335
2024-07-04,600000.SH,600000,0.0,0.0013805512016026,0.0,-0.023010303624573538,0.023010303624573538,0.0077723729661409
2024-07-05,600000.SH,600000,0.0,0.0013876810081591,0.0,-0.023010303624573538,0.023010303624573538,-0.0097295075861424
2024-07-06,600000.SH,600000,0.0,0.0013956357762466,0.0,-0.023010303624573538,0.023010303624573538,0.0315753108356717
2024-07-07,600000.SH,600000,0.0,0.0013860589446195,0.0,-0.023010303624573538,0.023010303624573538,0.0061566393718561
2024-07-10,600000.SH,600000,0.0,0.0014017516720541,0.0,-0.023010303624573538,0.023010303624573538,-0.0053647028202714
2024-07-11,600000.SH,600000,0.0,0.0014077676096703,0.0,-0.023010303624573538,0.023010303624573538,0.0210783905114677
2024-07-12,600000.SH,600000,0.0,0.0013724743772397,0.0,-0.023010303624573538,0.023010303624573538,0.0053837943542356
2024-07-13,600000.SH,600000,0.0,0.0013837375242431,0.0,-0.023010303624573538,0.023010303624573538,-0.0010562840215078
2024-07-14,600000.SH,600000,0.0,0.0013713902592901,0.0,-0.023010303624573538,0.023010303624573538,-0.0221897131706787
2024-07-17,600000.SH,600000,0.0,0.0013645768324953,0.0,-0.023010303624573538,0.023010303624573538,0.0020976879868066
2024-07-18,600000.SH,600000,0.0,0.0013782644376503,0.0,-0.023010303624573538,0.023010303624573538,-0.0011806428517681
2024-07-19,600000.SH,600000,0.0,0.0013710306692945,0.0,-0.023010303624573538,0.023010303624573538,-0.0058975989023897
