ticker,trade_date,y_ret_k,oof_modern_gb,oof_gbdt,oof_rf,oof_stack_modern,oof_stack_gbdt,oof_stack_modern_tuned,oof_vol_pred,oof_regime
300086.SZ,2024-06-28,0.014245014,-0.017422098267241403,-0.019204792773383765,-0.011067835604414872,-0.014244966935828138,-0.015136314188899318,-0.014252777152736016,0.06515372504623977,1.0
300189.SZ,2024-06-28,0.111731844,-0.009181673680295956,-0.029867902955247883,-0.0028959130579919497,-0.006038793369143953,-0.016381908006619917,-0.005564729006203539,0.07959001729638998,0.0
300236.SZ,2024-06-28,0.018440634,0.0035373542695148344,-0.0016517209434526016,-0.0006767885446825913,0.0014302828624161215,-0.0011642547440675966,0.0024327187093752312,0.06498719844591638,2.0
300086.SZ,2024-07-01,0.039325843,-0.011459900039520781,-0.026099504727907234,-0.008923128928914162,-0.01019151448421747,-0.017511316828410697,-0.01026268687243438,0.0648247073693078,1.0
300189.SZ,2024-07-01,0.120603015,-0.014440486414678877,-0.027932902980737646,-0.00558546818399512,-0.010012977299336999,-0.016759185582366384,-0.009404700286126232,0.07959001729638998,1.0
300236.SZ,2024-07-01,-0.007306226,0.0133684747969458,0.008001335361598283,0.005016056149610341,0.009192265473278071,0.006508695755604312,0.009843607580313751,0.06586140906015375,2.0
300086.SZ,2024-07-02,0.021621622,-0.00549223737079363,-0.021963318861667854,-0.0048976439864184635,-0.005194940678606047,-0.01343048142404316,-0.005280960630035684,0.06284551799406174,1.0
300189.SZ,2024-07-02,-0.035874439,0.005851008256786522,-0.0054319786707448985,0.00810248313106456,0.0069767456939255415,0.0013352522301598312,0.0070152286573380105,0.08944559152503603,0.0
300236.SZ,2024-07-02,0.00608,0.020261489394433382,-0.0021466102853876464,0.0013668633723136383,0.01081417638337351,-0.00038987345653700406,0.011199668787695743,0.06863849347199609,0.0
300086.SZ,2024-07-03,-0.052910053,-0.011627789714899016,-0.025459630678183565,-0.007530754579337013,-0.009579272147118015,-0.01649519262876029,-0.009025349165024203,0.0628137233684486,1.0
300189.SZ,2024-07-03,0.009302326,-0.0002504323043097792,0.0020655578295339203,0.005813549586803571,0.0027815586412468962,0.003939553708168746,0.0028587264796299393,0.0951543057491808,0.0
300236.SZ,2024-07-03,-0.026081425,0.004754087891789671,-0.0007084127110853337,0.0007789356463896554,0.002766511769089663,3.526146765216084e-05,0.0028562890459371973,0.060910363987407,2.0
300086.SZ,2024-07-04,0.061452514,-0.006866808366042677,-0.01346240939353493,-0.004809213697182759,-0.005838011031612718,-0.009135811545358846,-0.006353681211063357,0.06378285532151524,0.0
300189.SZ,2024-07-04,-0.073732719,0.0012975432256696511,-0.001856096806222476,0.003147718555924447,0.002222630890797049,0.0006458108748509855,0.002073306836510178,0.09754545661032529,0.0
300236.SZ,2024-07-04,-0.002286088,0.013886517516677525,-0.02089845472239507,-0.008509500810973708,0.0026885083528519083,-0.01470397776668439,0.003841465794499176,0.06232242146884201,2.0
300086.SZ,2024-07-05,-0.047368421,-0.0016827467820120154,-0.0030483285526688155,-0.0012577330607407794,-0.0014702399213763974,-0.0021530308067047974,-0.0031522163009003066,0.07263228683504075,1.0
300189.SZ,2024-07-05,-0.074626866,0.0014230069148046867,0.002847092884735328,0.003605975761447344,0.0025144913381260152,0.003226534323091336,0.002603863988557717,0.09754545661032529,0.0
300236.SZ,2024-07-05,-0.015057283,0.003597428328485702,-0.015836683540354692,-0.0055338962188144075,-0.0009682339451643528,-0.01068528987958455,0.00013810988829439938,0.06341590274231985,0.0
300086.SZ,2024-07-08,-0.022099448,-0.001612446116441294,0.0056590872110423305,0.0026716544890716546,0.0005296041863151803,0.0041653708500569925,-0.00044501536477708787,0.07426055846194313,0.0
300189.SZ,2024-07-08,-0.005376344,0.0022175840799377984,0.007472061420305956,0.004729026182251408,0.0034733051310946034,0.006100543801278682,0.0031519689241774123,0.09754545661032529,0.0
300236.SZ,2024-07-08,0.053506148,0.010376027703445334,-0.02364062971907914,-0.00882885816502153,0.0007735847692119024,-0.016234743942050336,0.002183998516187345,0.06088118677849612,1.0
300086.SZ,2024-07-09,-0.020225989,-0.0002701088236347072,-0.0007478856618130157,-0.0003399765580846173,-0.0003050426908596623,-0.0005439311099488165,-0.0010974520771412071,0.07795564039859385,1.0
300189.SZ,2024-07-09,-0.033297297,-0.00912125718553414,-0.008864445783770715,0.0051200652160255265,-0.002000595984754307,-0.0018721902838725944,-0.0023659059133318014,0.09754545661032529,0.0
300236.SZ,2024-07-09,-0.003470032,0.007199635328324583,-0.031012366671617934,-0.011708529686344305,-0.002254447179009861,-0.02136044817898112,-0.0005885149296772428,0.06132007822580873,1.0
300086.SZ,2024-07-10,0.035059393,-0.007546810688438179,-0.00581334308822036,-0.0008177970329530093,-0.004182303860695594,-0.003315570060586685,-0.004778062551181467,0.08106101037026603,1.0
300189.SZ,2024-07-10,0.095951689,-0.005673472315710323,0.002755851517876509,0.006297788097976888,0.0003121578911332826,0.004526819807926699,0.00029554324569144473,0.09754545661032529,0.0
300236.SZ,2024-07-10,0.022475467,0.02010122007784249,0.0010279722726350235,0.007783344316597983,0.013942282197220237,0.004405658294616504,0.013841567891017335,0.05136653828701626,0.0
300086.SZ,2024-07-11,0.005571031,-0.012734314624872851,0.008352302546642999,-0.0032544950000930584,-0.007994404812482954,0.00254890377327497,-0.008885320488105267,0.07201647296907433,1.0
300189.SZ,2024-07-11,0.005102041,-0.013645439697658357,-0.006876531223045341,0.00547759294031171,-0.004083923378673323,-0.0006994691413668153,-0.004668064327786834,0.09754545661032529,1.0
300236.SZ,2024-07-11,0.001547988,0.003672682374723956,-0.022791084168094736,-0.0009105582695386717,0.0013810620525926422,-0.011850821218816704,0.0013114870048277268,0.051197609412088285,1.0
300086.SZ,2024-07-12,-0.024930748,0.006292239346992846,0.006879050196276858,0.004270805135703594,0.0052815222413482195,0.005574927665990226,0.004241905108581967,0.07220773947652223,1.0
300189.SZ,2024-07-12,-0.040609137,-0.008525988655629948,0.01067276976054028,0.009106263529438512,0.00029013743690428206,0.009889516644989396,0.0005005027279315968,0.09754545661032529,0.0
300236.SZ,2024-07-12,-0.004636785,0.016672783052165414,-0.0004865320381975587,0.0018398691307884218,0.009256326091476919,0.0006766685462954316,0.009348463579263269,0.052433853885764936,2.0
300086.SZ,2024-07-15,-0.008522727,0.001113741383618861,0.00974622857630405,0.0015732672050396857,0.0013435042943292733,0.005659747890671868,4.170415421528946e-06,0.07192134093094708,1.0
300189.SZ,2024-07-15,0.005291005,-0.009115598717611296,0.011026464665889284,0.005966069024119271,-0.0015747648467460125,0.008496266845004277,-0.0013396143857360718,0.09754545661032529,0.0
300236.SZ,2024-07-15,-0.007763975,0.030169887737324735,0.012321633597138778,0.00214177329218381,0.016155830514754273,0.007231703444661294,0.01590797331583382,0.05364794116224622,2.0
300086.SZ,2024-07-16,0.005730659,-0.005513605206175543,0.0029588045434770587,-0.0015941123285936154,-0.0035538587673845795,0.0006823461074417217,-0.0043585812586841985,0.0705298312043408,1.0
300189.SZ,2024-07-16,0.026315789,-0.0028984203033282875,0.008406804143543646,0.006761258004865908,0.0019314188507688103,0.0075840310742047775,0.001854911523307004,0.09754545661032529,1.0
300236.SZ,2024-07-16,-0.01971831,0.019453953163668047,0.008858995559645881,-0.0023224046872521685,0.00856577423820794,0.0032682954361968565,0.008357196441298688,0.055605165050440705,2.0
300086.SZ,2024-07-17,-0.002849003,-0.013496030267289039,-0.0009530637844034804,-0.003721381891442236,-0.008608706079365638,-0.002337222837922858,-0.009921912863241518,0.06925034660170042,1.0
300189.SZ,2024-07-17,0.020512821,0.007208676116651572,0.014756381505348491,0.009801772357246994,0.008505224236949284,0.012279076931297744,0.008362233776379393,0.09754545661032529,1.0
300236.SZ,2024-07-17,0.038633461,0.008703512227121889,-0.003970500416270908,-0.0058574059978226565,0.0014230531146496163,-0.004913953207046782,0.0010083581757658663,0.05498398189645262,2.0
300086.SZ,2024-07-18,-0.008571429,0.0011164543257445347,0.028397475326926144,0.002040995468166839,0.001578724896955687,0.015219235397546492,0.00020641658442923353,0.0694850750811083,1.0
300189.SZ,2024-07-18,-0.025125628,0.004806895294797959,0.008803442972143645,0.007554782004679697,0.006180838649738828,0.008179112488411671,0.006769478512921068,0.0975149979194034,1.0
300236.SZ,2024-07-18,0.004611128,-0.01609863058275042,-0.011669949035334911,-0.012651838692331129,-0.014375234637540774,-0.01216089386383302,-0.014524625651160483,0.04825499836368026,2.0
300086.SZ,2024-07-19,0.014409222,-0.004046609733789701,0.022895701825504686,-0.0006268639010197297,-0.0023367368174047154,0.011134418962242478,-0.0042682091189727225,0.06553029170377048,1.0
300189.SZ,2024-07-19,-0.015463918,-0.0017124102199533202,0.006871112921446497,0.005756461052992818,0.0020220254165197486,0.006313786987219657,0.0026036718269323946,0.09703724798674832,0.0
300236.SZ,2024-07-19,0.00244798,0.007460182112152453,0.002833810877249925,-0.00181689571131692,0.0028216432004177666,0.0005084575829665025,0.0014556335371257588,0.05036572375798003,0.0
300086.SZ,2024-07-22,-0.011363636,-0.029877717826381586,-0.0014556291989662492,-0.01008298303487567,-0.019980350430628627,-0.00576930611692096,-0.019973143916437373,0.06457909296584699,1.0
300189.SZ,2024-07-22,-0.020942408,-0.01311390363940607,-0.004001430181031594,0.005342348152999666,-0.0038857777432032017,0.0006704589859840362,-0.00409264257902746,0.09754545661032529,1.0
300236.SZ,2024-07-22,-0.040903541,-0.005885367975773828,0.0028112782014343717,-0.004855909758754683,-0.005370638867264256,-0.0010223157786601554,-0.00664034763455925,0.04871693189974467,2.0
300086.SZ,2024-07-23,-0.003333333,-0.010650933169630256,0.02230706274035815,-0.0027436791233900835,-0.0066973061465101695,0.009781691808484032,-0.007028858138380764,0.06397686264312118,2.0
300189.SZ,2024-07-23,-0.032085561,-0.01906875476073114,-0.0006966328656523611,0.00046546829551431015,-0.009301643232608415,-0.00011558228506902547,-0.00854685199140502,0.09694886458584247,1.0
300236.SZ,2024-07-23,-0.014640356,-0.0025164081270489065,-0.004153549006031021,-0.01039732844994189,-0.006456868288495399,-0.007275438727986455,-0.0063131371652959695,0.05072518939022226,2.0
300086.SZ,2024-07-24,0.0,-0.03313026901810065,-0.010749956012701593,-0.014361011531505622,-0.023745640274803137,-0.012555483772103608,-0.023198824982167153,0.06383909759673626,2.0
300189.SZ,2024-07-24,0.0,-0.011632439794713813,-0.0023390943419296603,0.005784274387399143,-0.0029240827036573352,0.0017225900227347414,-0.0034093942495121194,0.09754545661032529,1.0
300236.SZ,2024-07-24,0.005813953,-0.0008393163518899103,-0.0014066490160637866,-0.01225693117053162,-0.006548123761210766,-0.006831790093297704,-0.00643018059243283,0.05459244082022138,2.0
300086.SZ,2024-07-25,0.000461308,-0.041042518135787506,-0.02014723065246973,-0.014255970332852872,-0.027649244234320188,-0.0172016004926613,-0.02771946794129836,0.058897957060725106,2.0
300189.SZ,2024-07-25,0.016574586,-0.013672985521808043,-0.003804788780746461,-0.0009158679066833727,-0.007294426714245708,-0.002360328343714917,-0.006516602765518836,0.09607749347283458,1.0
300236.SZ,2024-07-25,0.007707129,-0.002783663151125218,0.009040932459322538,-0.01510693755955669,-0.008945300355340954,-0.003033002550117076,-0.009339586038370646,0.050147254675397684,2.0
300086.SZ,2024-07-26,0.005763689,-0.029180665741400567,-0.018443152631911763,-0.010661022575667103,-0.019920844158533835,-0.014552087603789433,-0.019839355131005494,0.059051339357504784,2.0
300189.SZ,2024-07-26,0.005434783,-1.514197498799695e-05,0.011767886592390047,0.0025297583814064078,0.0012573082032092055,0.0071488224868982275,0.0012419928484728123,0.09217640423819615,1.0
300236.SZ,2024-07-26,0.000637349,-0.0012107250135851297,0.022129549472474554,-0.006630389791755487,-0.003920557402670308,0.007749579840359533,-0.004562884916465452,0.05186076581477016,2.0
300086.SZ,2024-07-29,0.014326648,-0.02481324482588835,-0.007589002270247633,-0.009143429881356233,-0.01697833735362229,-0.008366216075801933,-0.01637009859388119,0.061279807434660896,2.0
300189.SZ,2024-07-29,0.032432432,-0.00042732484794963876,0.012727896053222977,0.003000921402909068,0.0012867982774797146,0.007864408728066022,0.0016370840435016582,0.09278426667082725,1.0
300236.SZ,2024-07-29,0.024840764,-0.010099558471489007,0.0051235762794232,-0.008305114291586684,-0.009202336381537845,-0.001590769006081742,-0.008789999383119576,0.05228436044177398,2.0
300086.SZ,2024-07-30,0.031073446,-0.0213484695025804,-0.01099714009256915,-0.008438589131795538,-0.01489352931718797,-0.009717864612182343,-0.014645318364945096,0.061279807434660896,2.0
300189.SZ,2024-07-30,0.020942408,0.0015035502133307404,0.015040943003682472,0.0010292914720242418,0.001266420842677491,0.008035117237853356,0.001469983111787517,0.08837910193061761,1.0
300236.SZ,2024-07-30,0.015848353,-0.006262881693945401,-0.003726774883599456,-0.012848954408579081,-0.009555918051262241,-0.008287864646089268,-0.008616952267943893,0.05228436044177398,2.0
300086.SZ,2024-07-31,0.008219178,-0.022827508225634865,-0.011806586470240426,-0.010863278762879522,-0.016845393494257194,-0.011334932616559974,-0.016256362496197087,0.05829595742528711,2.0
300189.SZ,2024-07-31,-0.005128205,0.007070726898889825,0.016505556593795958,0.0030763058988235712,0.005073516398856698,0.009790931246309765,0.005229091779223849,0.08678592979711489,1.0
300236.SZ,2024-07-31,-0.003976751,0.0095159149210677,0.030239594148798513,-0.0050328727165982546,0.0022415211022347226,0.01260336071610013,0.0031794307391815628,0.055167278129884895,2.0
300086.SZ,2024-08-01,0.019021739,-0.021254632198341356,-0.01043529047794439,-0.009578545993267431,-0.015416589095804394,-0.01000691823560591,-0.014913763387618836,0.06137204532617975,2.0
300189.SZ,2024-08-01,0.0,0.006213127084611863,0.01492426284538331,0.0005696616435504254,0.0033913943640811444,0.007746962244466867,0.003823218448803362,0.08551849021184606,2.0
300236.SZ,2024-08-01,-0.020577396,0.010288278386368676,0.01824941652957174,-0.008361501816017792,0.0009633882851754422,0.004943957356776975,0.0013391243191231933,0.047783805427354054,2.0
300086.SZ,2024-08-02,-0.024,-0.02623118031248497,-0.020799596295482448,-0.011616852931995741,-0.01892401662224036,-0.016208224613739095,-0.01864116250432076,0.05989350620956084,2.0
300189.SZ,2024-08-02,-0.015463918,-0.0017931909012573796,0.019658884275743988,-0.0011837379004676382,-0.0014884644008625089,0.009237573187638175,-0.002071152779384404,0.08170837287106003,2.0
300236.SZ,2024-08-02,-0.039197241,-0.011403176551966217,-0.008621915600965464,-0.01637993921594615,-0.013891557883956183,-0.012500927408455806,-0.013468591252537025,0.051936816060423927,2.0
300086.SZ,2024-08-05,0.051912568,-0.027880134921565096,-0.008980776246780451,-0.0115771097719141,-0.019728622346739597,-0.010278943009347275,-0.019253208055691487,0.06097014831477046,0.0
300189.SZ,2024-08-05,0.073298429,-0.0022746424170490814,0.014736364889402881,-0.002839779888656646,-0.0025572111528528634,0.005948292500373118,-0.002272012724200171,0.0734198868346381,2.0
300236.SZ,2024-08-05,0.010117493,-0.008163695812662344,-0.0056094759015035255,-0.017727843296030377,-0.01294576955434636,-0.01166865959876695,-0.012348449486569359,0.05180813145590782,2.0
300086.SZ,2024-08-06,-0.012987013,-0.020489423711454933,0.00907003327953658,-0.008168950909987647,-0.01432918731072129,0.0004505411847744662,-0.014315924547847927,0.06188393021279151,2.0
300189.SZ,2024-08-06,-0.043902439,-0.012647736437069042,0.005247934991832437,-0.008800985463197606,-0.010724360950133325,-0.0017765252356825847,-0.009503925214558834,0.06851578263810462,2.0
300236.SZ,2024-08-06,-0.002907916,0.002506257055013492,0.0350894463220114,-0.007641558954868483,-0.0025676509499274955,0.013723943683571459,-0.0017241702506777263,0.05709065588441348,2.0
300086.SZ,2024-08-07,0.028947368,0.00308810142214845,0.015225661825576586,-0.00319323852919701,-5.256855352428003e-05,0.006016211648189788,-0.00012825880664771847,0.06416364422882988,0.0
300189.SZ,2024-08-07,0.198979592,0.000296410222600725,0.00697856374781577,-0.0022997842974998156,-0.0010016870374495452,0.0023393897251579774,-0.0009407306465543138,0.07579756783141844,0.0
300236.SZ,2024-08-07,0.001944264,0.013131240670384011,0.029914330014036195,0.00030377458635287113,0.006717507628368441,0.015109052300194534,0.007206123582149111,0.0517324527741547,2.0
300086.SZ,2024-08-08,-0.025575448,-0.00891725288479175,0.0035650947751438783,-0.008441151793998024,-0.008679202339394888,-0.002438028509427073,-0.007797258351343761,0.0643643192361743,2.0
300189.SZ,2024-08-08,-0.012765957,0.0023142687186107906,0.0068482972772822585,-0.004007970025128539,-0.000846850653258874,0.00142016362607686,-0.0006728371087771127,0.07686939677285842,2.0
300236.SZ,2024-08-08,-0.008085382,-4.038035317393854e-05,0.011877823538709456,-0.005840672436181631,-0.0029405263946777845,0.003018575551263913,-0.002048589583807763,0.048970714443416136,2.0
300086.SZ,2024-08-09,0.036745407,0.01166208603406508,0.01790172549375191,-0.005034529195537085,0.003313778419263997,0.006433598149107413,0.003290166111794793,0.0649067542831837,0.0
300189.SZ,2024-08-09,-0.051724138,0.015690196271292603,0.005545510002378899,0.001216052087763806,0.008453124179528204,0.0033807810450713527,0.008972744793559667,0.09754545661032529,0.0
300236.SZ,2024-08-09,-0.009129442,0.011337805459850078,0.03161687488707963,0.0010154143927876428,0.00617660992631886,0.016316144639933635,0.0065449389547145255,0.04888198218297217,2.0
300086.SZ,2024-08-12,-0.007594937,-0.001386909808579427,0.011817361151920079,-0.006601782079405212,-0.00399434594399232,0.0026077895362574335,-0.0031035120349897564,0.06220234583239166,0.0
300189.SZ,2024-08-12,-0.013636364,0.01572248385801041,-0.001904005025980339,-0.0009298991823715355,0.007396292337819438,-0.0014169521041759374,0.007740651598861972,0.09228931232984418,0.0
300236.SZ,2024-08-12,0.010858835,-0.0013254651727398702,0.03477132568891993,-0.0037040131489333144,-0.0025147391608365925,0.015533656269993305,-0.002148477999579832,0.04908622502870198,2.0
300086.SZ,2024-08-13,-0.010204082,-0.002001050920700035,0.0037661561159476786,-0.005227917205864932,-0.0036144840632824837,-0.0007308805449586268,-0.0038941812689572944,0.06462530711879894,0.0
300189.SZ,2024-08-13,0.00921659,0.01319016687408731,0.0020039331141706853,-0.0002286842239503876,0.006480741325068461,0.0008876244451101489,0.006914647206314027,0.08957025348964444,0.0
300236.SZ,2024-08-13,-0.010091146,-0.0027668576334727666,0.020698247544125838,-0.0055655797429748155,-0.0041662186882237915,0.0075663339005755115,-0.0037224339870794185,0.051578382830731004,1.0
300086.SZ,2024-08-14,0.0,-0.007661083153143296,0.003978222644377449,-0.006206082204276315,-0.006933582678709806,-0.0011139297799494332,-0.006508224743003197,0.06500886547599675,0.0
300189.SZ,2024-08-14,0.02739726,0.011018856737962823,0.006674705226184554,-1.3084993576879912e-05,0.005502885872192971,0.0033308101163038372,0.00631064911702069,0.08924753805537378,0.0
300236.SZ,2024-08-14,0.011509372,0.003160718520290092,0.006278118339012836,-0.0035628406016081442,-0.00020106104065902605,0.001357638868702346,0.000876177988628154,0.05087595681424237,1.0
300086.SZ,2024-08-15,0.028350515,-0.01572796521290102,0.008163832213973717,-0.005618172201557894,-0.010673068707229456,0.0012728300062079113,-0.010019293299420884,0.060949902527846336,1.0
300189.SZ,2024-08-15,-0.053333333,0.01697304281430549,0.014931816242533475,0.0004905381366499007,0.008731790475477695,0.0077111771895916875,0.00986844049241299,0.08924753805537378,0.0
