trade_date,gross_ret,net_ret,turnover,n_positions,cap_hit_ratio
2024-10-04,0.009989974729154624,0.009989974729154624,0.0,1,1.0
2024-10-05,-0.00359600753267505,-0.00359600753267505,0.0,1,1.0
2024-10-06,0.0062843745750819,0.0062843745750819,0.0,1,1.0
2024-10-09,-0.003625559003782225,-0.003625559003782225,0.0,1,1.0
2024-10-10,0.002322284359333725,0.002322284359333725,0.0,1,1.0
2024-10-11,-0.0035644926806309,-0.0035644926806309,0.0,1,1.0
2024-10-12,-0.002560674855935025,-0.002560674855935025,0.0,1,1.0
2024-10-13,0.00055264465705755,0.00055264465705755,0.0,1,1.0
2024-10-16,-0.00029721717490375,-0.00029721717490375,0.0,1,1.0
2024-10-17,0.001671489309216825,0.001671489309216825,0.0,1,1.0
2024-10-18,-0.00178731554337065,-0.00178731554337065,0.0,1,1.0
2024-10-19,-0.001436513138108625,-0.001436513138108625,0.0,1,1.0
2024-10-20,0.00028584454056605,0.00028584454056605,0.0,1,1.0
2024-10-23,-0.001938049030350625,-0.001938049030350625,0.0,1,1.0
2024-10-24,-0.001504586109401675,-0.001504586109401675,0.0,1,1.0
2024-10-25,-0.002267294497669125,-0.002267294497669125,0.0,1,1.0
2024-10-26,0.001711295466266525,0.001711295466266525,0.0,1,1.0
2024-10-27,0.001733054353787175,0.001733054353787175,0.0,1,1.0
2024-10-30,0.002453845103642425,0.002453845103642425,0.0,1,1.0
2024-10-31,-0.00404741048487865,-0.00404741048487865,0.0,1,1.0
2024-11-01,0.008692219932267375,0.008692219932267375,0.0,1,1.0
2024-11-02,-0.004498727744734725,-0.004498727744734725,0.0,1,1.0
2024-11-03,-0.0094684327052494,-0.0094684327052494,0.0,1,1.0
2024-11-06,-0.001412453403541175,-0.001412453403541175,0.0,1,1.0
2024-11-07,-0.00130973068772795,-0.00130973068772795,0.0,1,1.0
2024-11-08,0.0010414174907765,0.0010414174907765,0.0,1,1.0
2024-11-09,-0.003451256747406725,-0.003451256747406725,0.0,1,1.0
2024-11-10,0.0078043897546306,0.0078043897546306,0.0,1,1.0
2024-11-13,-0.001046219071020625,-0.001046219071020625,0.0,1,1.0
2024-11-14,-0.00104283457929875,-0.00104283457929875,0.0,1,1.0
2024-11-15,-0.0002611929237581,-0.0002611929237581,0.0,1,1.0
