model,rows,mse,sharpe_point,sharpe_gross,sharpe_net,ann_ret_net,ann_vol_net,mdd_net,calmar_net,turnover_mean,n_positions_mean,cap_hit_ratio_mean,cost_bps
stack_modernGB+RF->Ridge_cost0bp,570,0.0002035187987400585,1.5286577503629681,1.5286577503629681,1.5286577503629681,0.08800911161011826,0.05621997305738397,-0.039629778117323156,2.2207823457797082,0.018421052631578946,1.0,1.0,0.0
stack_modernGB+RF->Ridge_cost5bp,570,0.0002035187987400585,1.5286577503629681,1.5286577503629681,1.4868822348834805,0.08548641135945423,0.05623851233540443,-0.04071027693303664,2.099873000128906,0.018421052631578946,1.0,1.0,5.0
stack_modernGB+RF->Ridge_cost10bp,570,0.0002035187987400585,1.5286577503629681,1.5286577503629681,1.4450114921961164,0.08296924601887246,0.05626183093717259,-0.041789695033986884,1.9853996529860989,0.018421052631578946,1.0,1.0,10.0
stack_modernGB+RF->Ridge_cost20bp,570,0.0002035187987400585,1.5286577503629681,1.5286577503629681,1.3610280857410844,0.0779514742741545,0.056322781150626715,-0.043945292874613906,1.77382989565158,0.018421052631578946,1.0,1.0,20.0
