n_estimators,learning_rate,max_depth,subsample,random_state,MSE,Sharpe_point,Sharpe_port_gross,Sharpe_port_net,AnnRet_net,AnnVol_net,MaxDD_net,Calmar_net,Turnover_mean,RankIC_mean,RankIC_IR,RankIC_t,RankIC_n,used_gpu
200,0.05,3,0.8,42,0.8777572441776674,0.33115656960080525,0.3675259187742566,0.19974459464959662,0.015732659392191373,0.10658525725452359,-0.1390431221494286,0.11314949742917597,0.14188175634625286,0.013559672791699593,0.03095117057038186,0.9097748980713952,864,0
400,0.05,3,0.8,42,0.9031955898978973,0.5078918906537311,0.31751618123636843,0.1599554773730806,0.01177148311585463,0.11360250416675585,-0.1793333867960185,0.06564022085438012,0.14200983377641177,0.027218765932342834,0.06232569878596814,1.8319939186562753,864,0
300,0.03,3,0.8,42,0.8737477817927017,0.4420743831798264,0.7675324981896194,0.5992248116691711,0.05992400751589888,0.10660299381771081,-0.1289785357208828,0.46460449547650307,0.1423939389189267,0.019608577404057578,0.04360658716700336,1.2817666558002636,864,0
