n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,objective,tree_method,n_jobs,random_state,eval_metric,MSE,Sharpe_point,Sharpe_port_gross,Sharpe_port_net,AnnRet_net,AnnVol_net,MaxDD_net,Calmar_net,Turnover_mean,RankIC_mean,RankIC_IR,RankIC_t,RankIC_n,used_gpu
800,0.05,4,0.8,0.8,2,reg:squarederror,hist,-1,42,rmse,0.94634540364949,0.27816621083515064,0.7065836430103795,0.5350885628756773,0.05205771534477699,0.10516479954371234,-0.09440095930214532,0.5514532450688131,0.14287788130506252,0.018991102842718197,0.04283487188971085,1.2590829519273385,864,1
1200,0.05,4,0.8,0.8,2,reg:squarederror,hist,-1,42,rmse,0.9637787948245483,0.2329507787471248,0.6774148442358635,0.5061775526312068,0.0488500335190345,0.10512902380592723,-0.12676937832950186,0.38534568965118987,0.14264231383534995,0.016348569928875265,0.037099003317775346,1.0904835371324377,864,1
1000,0.03,5,0.8,0.8,2,reg:squarederror,hist,-1,42,rmse,0.9279719902119588,0.25816714700360016,0.8866927610797015,0.7139657254276418,0.0720950363810211,0.10527151927842551,-0.13890371087418452,0.5190288720675215,0.1439884679519883,0.020019400588574224,0.046569743581915124,1.368865310735326,864,1
