ticker,trade_date,y_ret_k,alpha,vol_pred,regime
300086.SZ,2024-06-06,0.033802817,-0.024040267564718474,0.06256628030301015,1
300189.SZ,2024-06-06,0.044444444,-0.033477704518795975,0.06364309137296204,1
300236.SZ,2024-06-06,0.015792798,-0.0010349903349432166,0.05283123235094646,2
300086.SZ,2024-06-07,-0.002724796,-0.012308901142014805,0.06297826469187484,0
300189.SZ,2024-06-07,0.0,-0.015504657714009159,0.08303101529726072,0
300236.SZ,2024-06-07,0.0789801,-0.015601255156069992,0.051189409930654295,2
300086.SZ,2024-06-11,0.030054645,-0.003128607945460743,0.06275994081038444,1
300189.SZ,2024-06-11,0.021276596,0.00244850135883172,0.0841236956606891,1
300236.SZ,2024-06-11,-0.014409222,0.0034575616730668653,0.050823777028927916,0
300086.SZ,2024-06-12,-0.021220159,-0.014947086369662728,0.06294697505612605,1
300189.SZ,2024-06-12,-0.03125,0.0020818255816852553,0.0808668388397061,1
300236.SZ,2024-06-12,-0.005555556,0.010089780226411537,0.07583941103949127,0
300086.SZ,2024-06-13,0.0,-0.0003504544895044265,0.06466652631495749,1
300189.SZ,2024-06-13,0.0,0.0015701269871810592,0.0812885841311125,1
300236.SZ,2024-06-13,-0.003822405,-0.005084718370480817,0.07059533886235661,0
300086.SZ,2024-06-14,-0.01897019,-0.013687633392209448,0.06294697505612605,1
300189.SZ,2024-06-14,-0.02688172,-0.011512428799195831,0.08293712318403212,1
300236.SZ,2024-06-14,0.013282172,0.005659558235077703,0.06425876365257661,0
300086.SZ,2024-06-17,0.013812155,0.0027208893299006287,0.06334278655416441,1
300189.SZ,2024-06-17,0.016574586,0.005113926491834712,0.0810538730854477,1
300236.SZ,2024-06-17,-0.016894844,0.0025646752729386354,0.06337204742559557,0
300086.SZ,2024-06-18,0.002724796,-0.01266239768769468,0.06318168610179085,1
300189.SZ,2024-06-18,-0.010869565,-0.011169991032554243,0.0810538730854477,1
300236.SZ,2024-06-18,-0.00237037,0.005834972645121585,0.06288658484028531,0
300086.SZ,2024-06-19,-0.032608696,0.0032055648563420465,0.05866515080459865,1
300189.SZ,2024-06-19,-0.017362637,0.004736796688676639,0.0810538730854477,1
300236.SZ,2024-06-19,-0.01989902,-0.012741889022938498,0.06244182905667964,0
300086.SZ,2024-06-20,0.008426966,-0.010744719142853054,0.05904961024702905,1
300189.SZ,2024-06-20,0.023261015,-0.0011129343345845652,0.0810538730854477,1
300236.SZ,2024-06-20,-0.003333333,0.0021166882854422512,0.06168320802153676,0
300086.SZ,2024-06-21,-0.033871866,-0.025380421834425952,0.060709501355556625,1
300189.SZ,2024-06-21,-0.02273224,-0.011461395434087902,0.08293712318403212,1
300236.SZ,2024-06-21,-0.044086348,0.0015255946229945992,0.06535731013726137,0
300086.SZ,2024-06-24,0.0,-0.009014809170465385,0.059025411163084004,1
300189.SZ,2024-06-24,0.0,-0.007520850839517228,0.08057359476053418,1
300236.SZ,2024-06-24,-0.039440204,0.017389981010516156,0.07048193815585463,0
300086.SZ,2024-06-25,0.035059393,-0.023470722359982578,0.06386958481378716,1
300189.SZ,2024-06-25,0.0,-0.02176826703015044,0.08084665578710945,1
300236.SZ,2024-06-25,0.032781457,0.009087357164932152,0.06973554975015421,0
300086.SZ,2024-06-26,-0.019498607,-0.009571364076958114,0.06225190623309418,1
300189.SZ,2024-06-26,0.023261015,-0.011292306704066302,0.08117145507923597,1
300236.SZ,2024-06-26,-0.021481244,0.006685970691704216,0.06604389094742583,0
300086.SZ,2024-06-27,-0.002840909,-0.014160321555140139,0.06656670275288604,1
300189.SZ,2024-06-27,-0.021857923,-0.009875923265195069,0.07953477739571843,1
300236.SZ,2024-06-27,0.012778506,0.012902249818290404,0.07072579958222214,2
300086.SZ,2024-06-28,0.014245014,-0.017422098267241403,0.06515372504623977,1
300189.SZ,2024-06-28,0.111731844,-0.009181673680295956,0.07959001729638998,0
300236.SZ,2024-06-28,0.018440634,0.0035373542695148344,0.06498719844591638,2
300086.SZ,2024-07-01,0.039325843,-0.011459900039520781,0.0648247073693078,1
300189.SZ,2024-07-01,0.120603015,-0.014440486414678877,0.07959001729638998,1
300236.SZ,2024-07-01,-0.007306226,0.0133684747969458,0.06586140906015375,2
300086.SZ,2024-07-02,0.021621622,-0.00549223737079363,0.06284551799406174,1
300189.SZ,2024-07-02,-0.035874439,0.005851008256786522,0.08944559152503603,0
300236.SZ,2024-07-02,0.00608,0.020261489394433382,0.06863849347199609,0
300086.SZ,2024-07-03,-0.052910053,-0.011627789714899016,0.0628137233684486,1
300189.SZ,2024-07-03,0.009302326,-0.0002504323043097792,0.0951543057491808,0
300236.SZ,2024-07-03,-0.026081425,0.004754087891789671,0.060910363987407,2
300086.SZ,2024-07-04,0.061452514,-0.006866808366042677,0.06378285532151524,0
300189.SZ,2024-07-04,-0.073732719,0.0012975432256696511,0.09754545661032529,0
300236.SZ,2024-07-04,-0.002286088,0.013886517516677525,0.06232242146884201,2
300086.SZ,2024-07-05,-0.047368421,-0.0016827467820120154,0.07263228683504075,1
300189.SZ,2024-07-05,-0.074626866,0.0014230069148046867,0.09754545661032529,0
300236.SZ,2024-07-05,-0.015057283,0.003597428328485702,0.06341590274231985,0
300086.SZ,2024-07-08,-0.022099448,-0.001612446116441294,0.07426055846194313,0
300189.SZ,2024-07-08,-0.005376344,0.0022175840799377984,0.09754545661032529,0
300236.SZ,2024-07-08,0.053506148,0.010376027703445334,0.06088118677849612,1
300086.SZ,2024-07-09,-0.020225989,-0.0002701088236347072,0.07795564039859385,1
300189.SZ,2024-07-09,-0.033297297,-0.00912125718553414,0.09754545661032529,0
300236.SZ,2024-07-09,-0.003470032,0.007199635328324583,0.06132007822580873,1
300086.SZ,2024-07-10,0.035059393,-0.007546810688438179,0.08106101037026603,1
300189.SZ,2024-07-10,0.095951689,-0.005673472315710323,0.09754545661032529,0
300236.SZ,2024-07-10,0.022475467,0.02010122007784249,0.05136653828701626,0
300086.SZ,2024-07-11,0.005571031,-0.012734314624872851,0.07201647296907433,1
300189.SZ,2024-07-11,0.005102041,-0.013645439697658357,0.09754545661032529,1
300236.SZ,2024-07-11,0.001547988,0.003672682374723956,0.051197609412088285,1
300086.SZ,2024-07-12,-0.024930748,0.006292239346992846,0.07220773947652223,1
300189.SZ,2024-07-12,-0.040609137,-0.008525988655629948,0.09754545661032529,0
300236.SZ,2024-07-12,-0.004636785,0.016672783052165414,0.052433853885764936,2
300086.SZ,2024-07-15,-0.008522727,0.001113741383618861,0.07192134093094708,1
300189.SZ,2024-07-15,0.005291005,-0.009115598717611296,0.09754545661032529,0
300236.SZ,2024-07-15,-0.007763975,0.030169887737324735,0.05364794116224622,2
300086.SZ,2024-07-16,0.005730659,-0.005513605206175543,0.0705298312043408,1
300189.SZ,2024-07-16,0.026315789,-0.0028984203033282875,0.09754545661032529,1
300236.SZ,2024-07-16,-0.01971831,0.019453953163668047,0.055605165050440705,2
300086.SZ,2024-07-17,-0.002849003,-0.013496030267289039,0.06925034660170042,1
300189.SZ,2024-07-17,0.020512821,0.007208676116651572,0.09754545661032529,1
300236.SZ,2024-07-17,0.038633461,0.008703512227121889,0.05498398189645262,2
300086.SZ,2024-07-18,-0.008571429,0.0011164543257445347,0.0694850750811083,1
300189.SZ,2024-07-18,-0.025125628,0.004806895294797959,0.0975149979194034,1
300236.SZ,2024-07-18,0.004611128,-0.01609863058275042,0.04825499836368026,2
300086.SZ,2024-07-19,0.014409222,-0.004046609733789701,0.06553029170377048,1
300189.SZ,2024-07-19,-0.015463918,-0.0017124102199533202,0.09703724798674832,0
300236.SZ,2024-07-19,0.00244798,0.007460182112152453,0.05036572375798003,0
300086.SZ,2024-07-22,-0.011363636,-0.029877717826381586,0.06457909296584699,1
300189.SZ,2024-07-22,-0.020942408,-0.01311390363940607,0.09754545661032529,1
300236.SZ,2024-07-22,-0.040903541,-0.005885367975773828,0.04871693189974467,2
300086.SZ,2024-07-23,-0.003333333,-0.010650933169630256,0.06397686264312118,2
300189.SZ,2024-07-23,-0.032085561,-0.01906875476073114,0.09694886458584247,1
300236.SZ,2024-07-23,-0.014640356,-0.0025164081270489065,0.05072518939022226,2
300086.SZ,2024-07-24,0.0,-0.03313026901810065,0.06383909759673626,2
300189.SZ,2024-07-24,0.0,-0.011632439794713813,0.09754545661032529,1
300236.SZ,2024-07-24,0.005813953,-0.0008393163518899103,0.05459244082022138,2
300086.SZ,2024-07-25,0.000461308,-0.041042518135787506,0.058897957060725106,2
300189.SZ,2024-07-25,0.016574586,-0.013672985521808043,0.09607749347283458,1
300236.SZ,2024-07-25,0.007707129,-0.002783663151125218,0.050147254675397684,2
300086.SZ,2024-07-26,0.005763689,-0.029180665741400567,0.059051339357504784,2
300189.SZ,2024-07-26,0.005434783,-1.514197498799695e-05,0.09217640423819615,1
300236.SZ,2024-07-26,0.000637349,-0.0012107250135851297,0.05186076581477016,2
300086.SZ,2024-07-29,0.014326648,-0.02481324482588835,0.061279807434660896,2
300189.SZ,2024-07-29,0.032432432,-0.00042732484794963876,0.09278426667082725,1
300236.SZ,2024-07-29,0.024840764,-0.010099558471489007,0.05228436044177398,2
300086.SZ,2024-07-30,0.031073446,-0.0213484695025804,0.061279807434660896,2
300189.SZ,2024-07-30,0.020942408,0.0015035502133307404,0.08837910193061761,1
300236.SZ,2024-07-30,0.015848353,-0.006262881693945401,0.05228436044177398,2
300086.SZ,2024-07-31,0.008219178,-0.022827508225634865,0.05829595742528711,2
300189.SZ,2024-07-31,-0.005128205,0.007070726898889825,0.08678592979711489,1
300236.SZ,2024-07-31,-0.003976751,0.0095159149210677,0.055167278129884895,2
300086.SZ,2024-08-01,0.019021739,-0.021254632198341356,0.06137204532617975,2
300189.SZ,2024-08-01,0.0,0.006213127084611863,0.08551849021184606,2
300236.SZ,2024-08-01,-0.020577396,0.010288278386368676,0.047783805427354054,2
300086.SZ,2024-08-02,-0.024,-0.02623118031248497,0.05989350620956084,2
300189.SZ,2024-08-02,-0.015463918,-0.0017931909012573796,0.08170837287106003,2
300236.SZ,2024-08-02,-0.039197241,-0.011403176551966217,0.051936816060423927,2
300086.SZ,2024-08-05,0.051912568,-0.027880134921565096,0.06097014831477046,0
300189.SZ,2024-08-05,0.073298429,-0.0022746424170490814,0.0734198868346381,2
300236.SZ,2024-08-05,0.010117493,-0.008163695812662344,0.05180813145590782,2
300086.SZ,2024-08-06,-0.012987013,-0.020489423711454933,0.06188393021279151,2
300189.SZ,2024-08-06,-0.043902439,-0.012647736437069042,0.06851578263810462,2
300236.SZ,2024-08-06,-0.002907916,0.002506257055013492,0.05709065588441348,2
300086.SZ,2024-08-07,0.028947368,0.00308810142214845,0.06416364422882988,0
300189.SZ,2024-08-07,0.198979592,0.000296410222600725,0.07579756783141844,0
300236.SZ,2024-08-07,0.001944264,0.013131240670384011,0.0517324527741547,2
300086.SZ,2024-08-08,-0.025575448,-0.00891725288479175,0.0643643192361743,2
300189.SZ,2024-08-08,-0.012765957,0.0023142687186107906,0.07686939677285842,2
300236.SZ,2024-08-08,-0.008085382,-4.038035317393854e-05,0.048970714443416136,2
300086.SZ,2024-08-09,0.036745407,0.01166208603406508,0.0649067542831837,0
300189.SZ,2024-08-09,-0.051724138,0.015690196271292603,0.09754545661032529,0
300236.SZ,2024-08-09,-0.009129442,0.011337805459850078,0.04888198218297217,2
300086.SZ,2024-08-12,-0.007594937,-0.001386909808579427,0.06220234583239166,0
300189.SZ,2024-08-12,-0.013636364,0.01572248385801041,0.09228931232984418,0
300236.SZ,2024-08-12,0.010858835,-0.0013254651727398702,0.04908622502870198,2
300086.SZ,2024-08-13,-0.010204082,-0.002001050920700035,0.06462530711879894,0
300189.SZ,2024-08-13,0.00921659,0.01319016687408731,0.08957025348964444,0
300236.SZ,2024-08-13,-0.010091146,-0.0027668576334727666,0.051578382830731004,1
300086.SZ,2024-08-14,0.0,-0.007661083153143296,0.06500886547599675,0
300189.SZ,2024-08-14,0.02739726,0.011018856737962823,0.08924753805537378,0
300236.SZ,2024-08-14,0.011509372,0.003160718520290092,0.05087595681424237,1
300086.SZ,2024-08-15,0.028350515,-0.01572796521290102,0.060949902527846336,1
300189.SZ,2024-08-15,-0.053333333,0.01697304281430549,0.08924753805537378,0
300236.SZ,2024-08-15,0.000325098,-0.00404368735264025,0.05214872056162537,1
300086.SZ,2024-08-16,-0.035087719,-0.01344758816929199,0.06025194521812194,1
300189.SZ,2024-08-16,0.037558685,0.011653372062434109,0.09085774802613555,0
300236.SZ,2024-08-16,0.008124797,0.0049640516942910055,0.056089288464202997,1
300086.SZ,2024-08-19,-0.018181818,0.013961118301225803,0.0632579323074899,0
300189.SZ,2024-08-19,-0.045248869,0.00196295408345508,0.0867699654820788,0
300236.SZ,2024-08-19,-0.009348807,-0.005828801481281511,0.05219762046623988,1
300086.SZ,2024-08-20,-0.018518519,-0.00026508132313694187,0.059607767950696514,0
300189.SZ,2024-08-20,-0.009478673,0.01618646721273553,0.08806449414213936,0
