cost_bps,sharpe_net,ann_ret_net,ann_vol_net,mdd_net,turnover_mean
0.0,2.5113095973883963,0.4012419836977228,0.1381610068891695,-0.06182883564842123,0.04809435616368885
5.0,2.5010362181231596,0.39842897372994623,0.13791030035631702,-0.06211313202417801,0.04809435616368885
10.0,2.490716102933413,0.39560167928916523,0.13765409525012676,-0.06239748573398174,0.04809435616368885
20.0,2.468634880817729,0.3897432302173578,0.13715144770751647,-0.0629662610880386,0.04809435616368885
