period,n_days,return,sharpe,maxdd
2024-06-30,16,0.027038437501888613,,-0.06211313202417801
2024-09-30,64,0.13310156095661352,3.0540963200687496,-0.02866542915264303
2024-12-31,61,0.04126778273263576,1.7524571793409263,-0.027924411351724077
2025-03-31,57,0.019110023394068643,2.619745074574258,-0.004666103384643794
2025-06-30,60,0.07662409825050953,3.3884574394786973,-0.03493322044217839
2025-09-30,66,0.1164824729003926,2.353713855962754,-0.041735853593867334
2025-12-31,51,0.1096135709303514,3.5668318473170406,-0.02317052405376374
