year,n_days,sharpe_net,ann_ret_net,ann_vol_net,mdd_net,calmar_net
2024,141,2.3489971420862847,0.4095725380280353,0.1510167787665859,-0.06211313202417801,6.593976582417484
2025,234,2.6134994699671603,0.3917568418798516,0.12971186211017086,-0.041735853593867334,9.386577921516773
