daily_regime_mode,n_days,sharpe_net,ann_ret_net,ann_vol_net,mdd_net,calmar_net
0,74,3.5524905964684184,0.7876999395726119,0.16756376012847227,-0.02792441135172441,28.208291650307938
1,167,2.181710809825359,0.2761562914312983,0.11482013940719912,-0.06211313202417801,4.4460210334233725
2,134,2.215406695949418,0.36856122926665,0.14639806803915997,-0.04778681055393419,7.712614108252243
