series,n,mean,std,skew,kurt,min,max,q01,q05,q50,q95,q99,cvar05
gross,375,0.0013767127121893361,0.008692339259113821,2.4173358722244958,16.451365246560464,-0.023475870763368715,0.0763395962259151,-0.016685658661972528,-0.010103270935769048,0.00011980869506013965,0.015573334744547541,0.030140657963245346,-0.014527379342614418
net,375,0.0013687248255690161,0.0086875323327866,2.41652447412067,16.47909948447315,-0.023503418515639155,0.07633301139244741,-0.01669186200845101,-0.010108657499202495,0.00011839921203056174,0.01556658171778418,0.03013312623614329,-0.014538781493126643
