ticker,trade_date,ret_1_L1_z60,ret_5_L1_z60,ret_20_L1_z60,vol_10_L1_z60,vol_20_L1_z60,sma_5_L1_z60,sma_10_L1_z60,sma_20_L1_z60,ema_12_L1_z60,ema_26_L1_z60,ma_gap_5_20_L1_z60,ema_gap_12_26_L1_z60,macd_L1_z60,macd_signal_L1_z60,macd_hist_L1_z60,rsi_L1_z60,kdj_k_L1_z60,kdj_d_L1_z60,atr_L1_z60,pdi_L1_z60,mdi_L1_z60,adx_L1_z60,bb_mid_L1_z60,bb_up_L1_z60,bb_dn_L1_z60,bb_bw_L1_z60,bb_pb_L1_z60,obv_L1_z60,vpt_L1_z60,mfi_L1_z60,cci_L1_z60,vwap_win_L1_z60,z_close_20_L1_z60,z_turnover_20_L1_z60,range_hl_L1_z60,gap_oc_L1_z60,log_turn_L1_z60,rv_20_L1_z60,ret_1_L1_z120,ret_5_L1_z120,ret_20_L1_z120,vol_10_L1_z120,vol_20_L1_z120,sma_5_L1_z120,sma_10_L1_z120,sma_20_L1_z120,ema_12_L1_z120,ema_26_L1_z120,ma_gap_5_20_L1_z120,ema_gap_12_26_L1_z120,macd_L1_z120,macd_signal_L1_z120,macd_hist_L1_z120,rsi_L1_z120,kdj_k_L1_z120,kdj_d_L1_z120,atr_L1_z120,pdi_L1_z120,mdi_L1_z120,adx_L1_z120,bb_mid_L1_z120,bb_up_L1_z120,bb_dn_L1_z120,bb_bw_L1_z120,bb_pb_L1_z120,obv_L1_z120,vpt_L1_z120,mfi_L1_z120,cci_L1_z120,vwap_win_L1_z120,z_close_20_L1_z120,z_turnover_20_L1_z120,range_hl_L1_z120,gap_oc_L1_z120,log_turn_L1_z120,rv_20_L1_z120,y_ret_k,y_up_k,y_vol_k
300086.SZ,2025/8/28,-1.444649748,-0.991541152,-2.10500983,-0.509031799,-0.324258334,0.703408015,0.895777457,1.451751108,1.012782533,1.417673018,-1.20898861,-0.972010606,-0.853092821,-0.285644073,-1.289792599,-1.892865586,-1.485859062,-1.568104121,0.336055079,-1.297127943,2.269858239,-0.30078662,1.451751108,0.862576497,2.153337381,-0.24383926,-2.04236402,0.686462589,0.916301699,-1.93753204,-1.528351702,0.659996312,-2.04236402,-0.610978387,-0.041494589,-0.320290523,0.15882294,1.417164596,-1.313302137,-0.95095023,-1.934574186,-0.693150255,-0.633654457,1.392374551,1.595756546,2.197069318,1.717160377,2.155389325,-1.125895655,-0.363700627,-0.317765656,0.357620681,-1.700013278,-1.392247729,-1.585539047,-1.63629224,0.712789271,-1.077083977,0.298567355,0.569384316,2.197069318,1.561260441,2.919895437,-0.083116913,-1.802597666,1.378868083,1.587688888,-1.799830943,-1.181905967,1.345738848,-1.802597666,-0.637501239,0.010586351,-0.316178761,0.598259423,2.161461888,0.00149925,1,0.116377498
300086.SZ,2025/8/29,-0.353706123,-0.911072967,-1.988567882,-0.569690369,-0.3328857,0.602201885,0.823353232,1.308495585,0.913487264,1.336370714,-1.168813929,-1.126444891,-1.019458979,-0.466399139,-1.306589604,-1.901609995,-1.294985117,-1.509664092,0.343797989,-1.525318405,3.398808157,-0.509664409,1.308495585,0.678342008,2.117378319,-0.451285274,-2.130632046,0.560629656,0.872224235,-1.820810736,-1.748147919,0.53840262,-2.130632046,-0.719047343,0.316701356,-0.229042042,-0.006521692,1.273921027,-0.310082109,-0.884786164,-1.874225883,-0.747863815,-0.636336372,1.289998543,1.519506804,2.038432059,1.612687946,2.063107453,-1.104722978,-0.53835484,-0.509989429,0.174093995,-1.743839044,-1.474253116,-1.409304616,-1.612291975,0.732986626,-1.364383426,0.988530408,0.426748048,2.038432059,1.353824554,2.883814878,-0.354980665,-1.970255112,1.255534254,1.545608871,-1.740951464,-1.440587832,1.22201488,-1.970255112,-0.778508026,0.370837005,-0.216867623,0.417058556,2.002894369,0.01497006,1,0.089668148
300086.SZ,2025/9/1,-0.075580918,-0.831005646,-1.570248985,-0.564034138,-0.610709686,0.509958464,0.754423298,1.204881594,0.828494347,1.262532121,-1.168333217,-1.23352973,-1.137313299,-0.640843591,-1.2442421,-1.788906042,-1.149319371,-1.417110592,0.235250332,-1.567961618,2.887112278,-0.707885628,1.204881594,0.604101749,1.953148293,-0.474238838,-1.890283624,0.602629862,0.84517486,-1.866135224,-1.535191976,0.472335201,-1.890283624,-1.089423577,-0.702338736,-0.042332085,-0.474491059,1.172423182,-0.064005202,-0.81489637,-1.436819542,-0.742191769,-0.884465306,1.198488233,1.448251196,1.924027237,1.524693239,1.980050983,-1.132371202,-0.672573208,-0.656696297,-0.00549417,-1.681623969,-1.433582477,-1.284232818,-1.548280996,0.603281775,-1.474184555,0.864538924,0.294437656,1.924027237,1.273764959,2.708164495,-0.38770939,-1.824094817,1.298617256,1.521696359,-1.875052721,-1.288903205,1.156741656,-1.824094817,-1.215085499,-0.659882855,-0.004658874,-0.113597693,1.890896316,-0.014749263,0,0.090314887
300086.SZ,2025/9/2,0.343640287,-0.683445542,-1.493613327,-0.557964252,-0.601483609,0.434577171,0.686706666,1.106781191,0.770101289,1.203141507,-1.139317601,-1.269148255,-1.182074794,-0.792503168,-1.080076979,-1.44325003,-0.793466928,-1.226958093,0.173918321,-1.654521181,2.401280083,-0.892521001,1.106781191,0.488698403,1.891345437,-0.589856674,-1.542796491,0.64895131,0.836548847,-1.512144162,-1.391482633,0.393665672,-1.542796491,-0.963422304,-0.363571736,-0.31826682,-0.393960672,1.074938772,0.317937654,-0.66931497,-1.394460896,-0.736600675,-0.872498872,1.1250613,1.379537135,1.817395336,1.4648525,1.913183214,-1.125875157,-0.738892064,-0.728918087,-0.165677727,-1.48163519,-1.120028051,-0.919292819,-1.369439284,0.534393323,-1.635407677,0.688445886,0.171529233,1.817395336,1.148973822,2.641050798,-0.544841636,-1.509306032,1.3441047,1.516861734,-1.518144016,-1.18985743,1.079756472,-1.509306032,-1.103521903,-0.318688505,-0.322691177,-0.038811065,1.78511661,-0.02245509,0,0.083474279
300086.SZ,2025/9/3,-0.564886742,-0.778046174,-1.340507668,-0.581706516,-0.676581795,0.345716196,0.604782976,1.022408159,0.700973594,1.13856296,-1.152878636,-1.32095892,-1.243267628,-0.929117728,-0.984019798,-1.596525015,-0.705396912,-1.070602945,0.101275379,-1.704044613,2.033324055,-1.058606949,1.022408159,0.424341096,1.765331814,-0.610641921,-1.679567665,0.555918593,0.789756102,-1.357445993,-1.36561312,0.311856699,-1.679567665,-0.930324446,-0.474950935,0.144594989,-0.427251841,0.992041518,-0.520888535,-0.788364964,-1.250615995,-0.755795763,-0.937793515,1.03954845,1.297943324,1.726771523,1.395546863,1.842193076,-1.171816951,-0.826602882,-0.823797017,-0.315431792,-1.370856359,-1.344253109,-0.850833635,-1.226020391,0.450552562,-1.76986364,0.54067811,0.056984499,1.726771523,1.082553618,2.504812564,-0.578942662,-1.70725481,1.255224458,1.472845859,-1.382940185,-1.206730355,1.000730808,-1.70725481,-1.097210631,-0.440097392,0.204355066,-0.096020704,1.696258405,0.009188361,1,0.086255126
300086.SZ,2025/9/4,-0.792350865,-0.546385847,-1.373076634,-0.549444722,-0.659538448,0.287349217,0.517566457,0.935290531,0.614392032,1.064801135,-1.103919361,-1.400444746,-1.332038291,-1.059773663,-0.961544271,-1.811519139,-0.849773011,-1.019619904,0.062901887,-1.774664393,2.273244714,-1.158130226,0.935290531,0.371006998,1.618025668,-0.600298151,-1.886252033,0.473473841,0.738318979,-1.199289411,-1.472893001,0.228182492,-1.886252033,-1.034805434,-0.189160063,0.144207104,-0.622500827,0.906625667,-0.732259456,-0.538196421,-1.327233683,-0.728165601,-0.91986727,0.985202608,1.212719642,1.635074944,1.310662382,1.76326372,-1.138688511,-0.948628587,-0.954621659,-0.464936537,-1.356684988,-1.648867772,-1.041072652,-1.20171478,0.410820724,-1.920939219,0.760226423,-0.015533959,1.635074944,1.029302272,2.345896208,-0.571156976,-1.990435768,1.178855494,1.424476012,-1.231983914,-1.351674761,0.921107143,-1.990435768,-1.232359001,-0.149734694,0.208209147,-0.328116503,1.606541247,0.001517451,1,0.079302407
300086.SZ,2025/9/5,0.176233126,-0.360246286,-1.129805732,-0.505946675,-0.715159932,0.2515504,0.446538819,0.867718371,0.548175464,1.001622329,-1.044950426,-1.425482639,-1.364615302,-1.17138783,-0.854271142,-1.569210019,-0.8348947,-0.980333436,-0.000288859,-1.806869964,1.913432368,-1.242071382,0.867718371,0.339677484,1.484204141,-0.569859696,-1.493358553,0.528691063,0.725394688,-0.85538069,-1.288327915,0.223771653,-1.493358553,-0.720178573,-0.439170374,0.055719635,-0.335611896,0.84063098,0.157725726,-0.340544583,-1.063164161,-0.690591732,-0.967663188,0.953384971,1.144784077,1.564663088,1.247076409,1.696233724,-1.091543353,-1.016248102,-1.02612717,-0.60102612,-1.22802239,-1.439853861,-1.055929194,-1.191056894,0.340791438,-2.032199498,0.598969989,-0.083829238,1.564663088,1.000903224,2.201561212,-0.53473595,-1.623373274,1.23126317,1.416248976,-0.847725511,-1.202565611,0.920191859,-1.623373274,-0.884117559,-0.389985388,0.102284432,0.002911803,1.537984054,0.010606061,1,0.07912478
300086.SZ,2025/9/8,-0.077844144,-0.361084086,-1.072044098,-0.495481019,-0.712156007,0.215311937,0.379830992,0.804364911,0.49039325,0.943366054,-0.993857026,-1.428889177,-1.374201595,-1.261584312,-0.731406963,-1.497295295,-0.77853392,-0.933081194,-0.044524606,-1.847871752,2.140193468,-1.275055337,0.804364911,0.305225407,1.371632312,-0.551663799,-1.312096762,0.575159719,0.701367522,-1.202962919,-1.286879191,0.171617202,-1.312096762,-0.800265598,-0.304303624,0.043595643,-0.489679297,0.778571144,-0.020391139,-0.325540756,-1.005080622,-0.669270297,-0.949339399,0.922614345,1.082596817,1.499730439,1.193172773,1.635042324,-1.045366616,-1.053473667,-1.066252936,-0.719258252,-1.069927008,-1.385382916,-1.003876222,-1.16314943,0.298183494,-2.147084295,0.799644816,-0.114634001,1.499730439,0.970413315,2.079458464,-0.5017666,-1.447614269,1.275866276,1.392311501,-1.290801039,-1.229408822,0.874496237,-1.447614269,-0.979473669,-0.235979201,0.102874302,-0.147639804,1.474615052,-0.019490255,0,0.077138628
300086.SZ,2025/9/9,0.204653491,-0.409945319,-1.096038844,-0.464022301,-0.749452934,0.172144395,0.318441773,0.737772996,0.449979514,0.894931582,-0.950217039,-1.395765509,-1.346065426,-1.32507528,-0.567270747,-1.255224296,-0.563158168,-0.822992524,-0.133962618,-1.640829435,1.874728851,-1.341390592,0.737772996,0.238715136,1.31186511,-0.596146095,-1.027752512,0.60919714,0.687005766,-1.486863746,-1.004546631,0.131624476,-1.027752512,-0.893222923,-0.720598317,-0.436458768,-0.704372535,0.712440968,0.252709926,-0.367063801,-1.049063766,-0.629459076,-0.967029772,0.886944888,1.026925847,1.432969634,1.157024359,1.584415932,-1.002857099,-1.046560601,-1.059691988,-0.812382675,-0.852714733,-1.125635553,-0.763803638,-1.054423768,0.200885946,-1.918727967,0.665925647,-0.169524801,1.432969634,0.906999123,2.013027629,-0.549600205,-1.142119463,1.306173982,1.378107689,-1.666279468,-0.947540471,0.84254093,-1.142119463,-1.084941736,-0.66804035,-0.475002756,-0.369099915,1.408597329,0.01529052,1,0.072420686
300086.SZ,2025/9/10,-0.716188194,-0.463606891,-1.012723779,-0.440444143,-0.800997368,0.121741228,0.246080127,0.678185299,0.389529828,0.836874375,-0.92989034,-1.402380665,-1.357296566,-1.376769899,-0.505995949,-1.490251614,-0.542430272,-0.741959497,-0.19685635,-1.672938241,1.86816916,-1.376140265,0.678185299,0.206317016,1.209962282,-0.576275936,-1.252453167,0.527653532,0.641222202,-1.333535462,-1.024418595,0.095018004,-1.252453167,-0.831477415,-0.515202302,0.053346886,-0.752076154,0.653943731,-0.714113954,-0.415995723,-0.956586317,-0.593026806,-0.998235705,0.84646192,0.96252141,1.374399794,1.103597427,1.525723482,-0.985540432,-1.081875941,-1.097500714,-0.895197152,-0.770511073,-1.428204595,-0.735953655,-0.971555375,0.13701552,-1.994069991,0.708640428,-0.202920972,1.374399794,0.881080298,1.903154653,-0.510472623,-1.411452896,1.232955943,1.33302348,-1.508858856,-0.978185642,0.815378211,-1.411452896,-1.010223551,-0.454108238,0.086556975,-0.410769927,1.351392084,0.034638554,1,0.071012493
300086.SZ,2025/9/11,0.347657948,-0.054453369,-1.02341246,-0.636362191,-0.825888551,0.123569,0.216306263,0.616370376,0.352093459,0.791293237,-0.818276886,-1.362857743,-1.321350367,-1.40753239,-0.371110803,-1.171192587,-0.254122512,-0.584561355,-0.249299813,-1.642120286,1.567979546,-1.413407706,0.616370376,0.141051084,1.161871518,-0.621518087,-0.89702317,0.569703278,0.63473717,-1.005029966,-0.866387794,0.076976204,-0.89702317,-0.596756149,-0.466639214,-0.334149625,-0.572083569,0.592361353,0.39563447,0.068581835,-0.976072796,-0.750290901,-1.004485857,0.855802755,0.939425727,1.315120648,1.072709682,1.479936458,-0.848686736,-1.062565275,-1.07766557,-0.956627547,-0.587065599,-1.069539572,-0.402750936,-0.79337273,0.083869364,-1.987326437,0.537358596,-0.241650437,1.315120648,0.822236181,1.849585778,-0.557075438,-1.011402741,1.269466906,1.327416773,-1.134196258,-0.809116059,0.806736169,-1.011402741,-0.754949769,-0.422619558,-0.363969801,-0.212548238,1.292661508,-0.005822416,0,0.074195012
300086.SZ,2025/9/12,0.914539623,0.210991326,-0.730297236,-0.450352043,-0.739390136,0.160985494,0.216452862,0.578577784,0.357321914,0.769441701,-0.688147956,-1.251109902,-1.211604429,-1.404106333,-0.120839495,-0.604200295,0.285454155,-0.288106338,-0.155074598,-1.112238145,1.079546443,-1.563563762,0.578577784,0.100218264,1.126471156,-0.64823214,-0.208174505,0.68370451,0.696818235,-0.504388446,-0.586272834,0.093891628,-0.208174505,0.730183352,0.672543631,0.336166365,0.271137209,0.554707279,1.001667543,0.398600153,-0.606380148,-0.574641563,-0.912911421,0.898330072,0.944709183,1.27977337,1.081024239,1.45677319,-0.680876322,-0.953081226,-0.963342664,-0.979587585,-0.24287561,-0.383025302,0.216082666,-0.446739984,0.210118505,-1.315174902,0.196999282,-0.368070764,1.27977337,0.790041445,1.809615002,-0.58024919,-0.200007142,1.365484568,1.388002456,-0.535721301,-0.482751927,0.831297378,-0.200007142,0.788440107,0.779894369,0.426540795,0.760693581,1.257807181,0.011713031,1,0.074411103
300086.SZ,2025/9/15,-0.340893836,0.113843673,-0.748623353,-0.439360254,-0.738127802,0.187284545,0.21049089,0.539149185,0.350520556,0.74382743,-0.577981448,-1.175113044,-1.136879857,-1.382672687,0.023747184,-0.716700792,0.496615715,-0.016467416,-0.198472354,-1.133893613,0.864191504,-1.683023373,0.539149185,0.056887802,1.091636764,-0.675509694,-0.310062214,0.537991011,0.658217783,-0.455610016,-0.427667899,0.148574697,-0.310062214,0.362110393,-0.380520129,-0.323431742,0.071549852,0.515365348,-0.294646757,0.289203868,-0.627104843,-0.551927568,-0.896564086,0.929524618,0.944983577,1.243871809,1.078813944,1.430543715,-0.535658732,-0.87740539,-0.884611611,-0.979945768,-0.037789682,-0.495722071,0.4691988,-0.122274487,0.169765642,-1.349359267,0.04448069,-0.476202372,1.243871809,0.756565716,1.770606793,-0.604781606,-0.288829516,1.241419313,1.35107369,-0.487608931,-0.284588855,0.889316572,-0.288829516,0.381681771,-0.317364378,-0.333173081,0.556224391,1.222367671,0.027496382,1,0.074003069
300086.SZ,2025/9/16,0.207180945,0.115189776,-0.753646462,-0.451098702,-0.744094726,0.215831443,0.20160721,0.49853259,0.355596561,0.726312241,-0.466043392,-1.087403621,-1.049642805,-1.344483862,0.168449492,-0.528581904,0.798692041,0.273127088,-0.186225772,-1.283877323,1.077098673,-1.758571668,0.49853259,-0.00032886,1.076250889,-0.727744636,-0.003102789,0.643038265,0.659788582,-0.526007251,-0.43137587,0.156260832,-0.003102789,0.509403995,0.036832258,-0.515163796,0.111264482,0.474518034,0.257669296,0.29321852,-0.637288766,-0.549310728,-0.887525147,0.961523012,0.943254156,1.207902501,1.086771645,1.411834466,-0.386443627,-0.784463568,-0.787549228,-0.958266858,0.166745197,-0.272923525,0.817714787,0.223692843,0.197818295,-1.557343373,0.21068948,-0.556318489,1.207902501,0.710809684,1.751666437,-0.661751759,0.064498972,1.325846128,1.352604275,-0.586279557,-0.274085212,0.904059606,0.064498972,0.569194662,0.131366442,-0.545816982,0.622323821,1.186592167,-0.033802817,0,0.078512434
300086.SZ,2025/9/17,0.696239577,0.652768588,-0.645340688,-0.420712367,-0.676243635,0.318674357,0.225495872,0.466052342,0.392159707,0.727248025,-0.253156685,-0.956295163,-0.917685054,-1.282950633,0.37191873,-0.113422101,1.066909831,0.565527943,-0.187411467,-0.926199661,0.789337904,-1.815694194,0.466052342,-0.049420704,1.063901004,-0.772857974,0.717066963,0.784187851,0.715428948,-0.023685122,-0.058376077,0.220376289,0.717066963,1.462512761,-0.095743775,-0.227501395,0.397796976,0.441783955,0.760594165,0.918094479,-0.508464531,-0.510090504,-0.812831756,1.054009676,0.970213865,1.180158933,1.120319824,1.409098377,-0.107793387,-0.638784121,-0.634215155,-0.906534489,0.449448277,0.206636481,1.129575242,0.571319518,0.209993633,-1.116619931,0.015101551,-0.629708823,1.180158933,0.674824723,1.735832197,-0.708591888,0.869725481,1.434295128,1.403275854,0.028665406,0.135495081,0.966595017,0.869725481,1.687016873,-0.002329504,-0.211640051,0.947862059,1.159047719,-0.011661808,0,0.084795167
300086.SZ,2025/9/18,-1.17677694,0.061345674,-0.745132917,-0.311274326,-0.601022649,0.344265203,0.239018443,0.42441099,0.373654327,0.70262569,-0.152625133,-0.929889772,-0.892478124,-1.228400788,0.33873741,-0.71917344,0.837126911,0.678947773,-0.2068144,-1.056681683,0.595311428,-1.859940105,0.42441099,-0.111474519,1.05123018,-0.828186303,-0.081485412,0.610644311,0.601071462,-0.086041144,-0.217583905,0.22914298,-0.081485412,0.898060646,-0.187974102,-0.386725739,0.17825984,0.399829213,-1.192369824,0.235319404,-0.638872241,-0.394956063,-0.730690038,1.079054338,0.987718208,1.145322298,1.107556331,1.384449286,0.028241247,-0.613165934,-0.608080341,-0.859463127,0.411960779,-0.501888276,0.892393854,0.714509587,0.200454447,-1.311555366,-0.114988107,-0.700978909,1.145322298,0.628204115,1.719751739,-0.768414529,-0.013797394,1.294053665,1.298735,-0.058036512,-0.034695603,0.980718092,-0.013797394,1.058715704,-0.098794793,-0.416701282,0.726630525,1.124387352,0.001474926,1,0.084660266
300086.SZ,2025/9/19,-0.485264638,-0.442575547,-0.729695184,-0.282567482,-0.604970614,0.296256117,0.235866068,0.38300821,0.338003957,0.670045406,-0.165713233,-0.931617735,-0.896230609,-1.186022456,0.258206813,-0.882319062,0.482249385,0.626226987,-0.243148685,-1.158055258,0.839737105,-1.906090609,0.38300821,-0.166520599,1.027119287,-0.867107097,-0.334487741,0.467328936,0.55165848,-0.386126166,-0.393008915,0.233558126,-0.334487741,0.140794532,-0.310915363,-0.394667689,-0.162599195,0.358231434,-0.477592063,-0.359848058,-0.628533225,-0.353285718,-0.719388309,1.044311153,0.991152788,1.11183982,1.081725888,1.353763388,0.01824652,-0.620855391,-0.617380264,-0.82401005,0.308396689,-0.705633566,0.507932067,0.666827959,0.171757834,-1.471316249,0.078700358,-0.781975912,1.11183982,0.590385082,1.692254637,-0.805863612,-0.298208826,1.182974695,1.254982231,-0.437354129,-0.223789166,0.990229272,-0.298208826,0.200030555,-0.221209997,-0.428732626,0.381818555,1.091213008,0.001472754,1,0.084565946
300086.SZ,2025/9/22,-0.08149184,-0.34999335,-0.694032714,-0.286884283,-0.608327589,0.259742424,0.232670386,0.343528831,0.305119855,0.639154546,-0.161990742,-0.926124971,-0.892678318,-1.151441224,0.207022955,-0.839827146,0.268878555,0.513913113,-0.245986343,-1.271040632,1.307634095,-1.874124967,0.343528831,-0.220320906,1.004409379,-0.903049949,-0.229981083,0.561798417,0.529454476,-0.669969986,-0.557014789,0.177121697,-0.229981083,0.059893129,-0.058688147,-0.484334992,-0.222525782,0.318506888,-0.069452339,-0.270194655,-0.590928373,-0.352321948,-0.706455612,1.019699704,0.994109302,1.08117063,1.059109421,1.325216178,0.025809998,-0.62196061,-0.619419493,-0.796168167,0.240925985,-0.677764963,0.268370069,0.54649765,0.18421158,-1.649441518,0.449282917,-0.80261291,1.08117063,0.555633094,1.666386738,-0.83974134,-0.192936189,1.250904583,1.236338908,-0.800808147,-0.407909871,0.950920431,-0.192936189,0.117868171,0.058523368,-0.542857215,0.337136789,1.060839344,-0.029411765,0,0.084531026
300086.SZ,2025/9/23,-0.074740358,-0.448807442,-0.69044392,-0.299240994,-0.612764845,0.204854973,0.221909845,0.302806078,0.274585798,0.609782241,-0.181435362,-0.914419102,-0.882970189,-1.12151755,0.177142662,-0.792989094,0.1520173,0.396866409,-0.307081474,-1.05550866,1.070173718,-1.879238078,0.302806078,-0.282248822,0.99033134,-0.949584088,-0.09975773,0.616837818,0.506148405,-0.431063008,-0.272462664,0.157036709,-0.09975773,-0.697417976,-0.512001824,0.364605072,-0.76163653,0.277397723,-0.07832578,-0.403203304,-0.597686805,-0.361370815,-0.694563987,0.982158179,0.990874809,1.050628879,1.039149762,1.298604604,0.000920534,-0.618730956,-0.61644179,-0.773256636,0.198016204,-0.653349932,0.123987642,0.413336289,0.129679433,-1.39983071,0.305537015,-0.858880333,1.050628879,0.515436523,1.649233219,-0.887389552,-0.069769379,1.286908596,1.217349521,-0.512567475,-0.117148439,0.941063363,-0.069769379,-0.7470182,-0.409279704,0.440900985,-0.205626384,1.030509031,0.051515152,1,0.089546126
300086.SZ,2025/9/24,-0.993977891,-1.026989202,-0.802002436,-0.237167302,-0.561463344,0.046600943,0.201881869,0.25023502,0.20097341,0.558826014,-0.327223159,-0.96258982,-0.934825049,-1.109516966,0.035445553,-1.214683194,-0.232512173,0.181265214,-0.280706387,-1.190931077,2.005866699,-1.781977535,0.25023502,-0.347154007,0.957718212,-0.981669353,-0.983343727,0.498696424,0.433373477,-0.441979018,-0.774566456,0.017868255,-0.983343727,-0.54432566,0.152261384,-0.654360011,-0.6632442,0.224564681,-1.060635055,-1.095303329,-0.745615796,-0.295595362,-0.630394575,0.871130155,0.980755866,1.011994703,0.989017752,1.256483846,-0.186553833,-0.688126148,-0.690469035,-0.771449448,0.002025162,-1.187227732,-0.325594504,0.158228505,0.178097132,-1.603141804,1.08408459,-0.826872955,1.011994703,0.474556646,1.614121451,-0.918620904,-1.077497393,1.200392865,1.15773891,-0.540519432,-0.687822768,0.842382806,-1.077497393,-0.57777459,0.302346359,-0.758908997,-0.098479221,0.992234151,-0.036023055,0,0.09292074
300086.SZ,2025/9/25,1.417281296,-0.115000842,-0.336444977,0.00408103,-0.499721969,0.038638643,0.213240283,0.238674429,0.20707554,0.547209982,-0.314908752,-0.88846652,-0.861494292,-1.082585368,0.15911467,-0.401683846,0.12230154,0.16459938,-0.124893626,-0.560795769,1.355752416,-1.805943051,0.238674429,-0.354162772,0.922280608,-0.957076312,0.678073995,0.709784593,0.618526963,-0.257846391,-0.071312209,0.037297253,0.678073995,1.643936551,1.098126215,-0.096812553,0.577641053,0.212833738,1.541267699,-0.040341168,-0.159866733,-0.058694186,-0.556284156,0.872145837,0.994054398,1.006936104,0.99749163,1.244823605,-0.177211638,-0.614257802,-0.61254552,-0.752583627,0.163632403,-0.238938521,0.044595474,0.124170478,0.372603503,-0.786146125,0.619460811,-0.904856798,1.006936104,0.485613198,1.576668231,-0.879437147,0.754131387,1.339685275,1.308439803,-0.328588037,0.073159149,0.864240597,0.754131387,1.947672286,1.297130505,-0.103573644,1.161852386,0.98760272,0.058295964,1,0.099621737
300086.SZ,2025/9/26,-1.160528166,-0.379233058,-0.480948947,0.015927443,-0.416405215,-0.015903067,0.159916278,0.213312883,0.151369135,0.506023266,-0.345308466,-0.903862391,-0.880066067,-1.06515938,0.083542649,-0.886228209,-0.077559558,0.082957637,-0.152511678,-0.707080683,1.05622858,-1.815913651,0.213312883,-0.384736859,0.894640307,-0.956189704,-0.54067212,0.531713115,0.497846579,-0.318900316,-0.305243464,-0.01240081,-0.54067212,0.252964072,-0.148139676,0.355567915,-0.083374711,0.187130298,-1.256439308,-0.360733935,-0.345668792,-0.03265145,-0.462367764,0.84075904,0.960449112,0.991719441,0.963422669,1.212242182,-0.224541748,-0.647065805,-0.64780147,-0.745346322,0.055632613,-0.842976213,-0.198591443,0.011022158,0.360955642,-0.997269609,0.41160463,-0.976547417,0.991719441,0.476796194,1.547251946,-0.872648333,-0.616308928,1.215793795,1.211160703,-0.430731636,-0.199203958,0.835761249,-0.616308928,0.353739669,0.022115716,0.43276657,0.510461071,0.972723406,-0.007062147,0,0.114597581
300086.SZ,2025/9/29,1.564174093,0.237985156,-0.196722006,0.297436217,-0.224116904,0.035695393,0.165676788,0.21362159,0.189405241,0.511652985,-0.269664805,-0.791577089,-0.767401249,-1.02492872,0.275592508,-0.166462652,0.318047798,0.167515964,0.109437395,-0.38978339,0.474251637,-1.750141619,0.21362159,-0.366161597,0.848755977,-0.899548157,1.13437735,0.817755885,0.785915823,-0.067134109,0.230861996,0.050573818,1.13437735,1.69265681,1.783965766,-0.476298731,0.831411699,0.187396868,1.777598308,0.345097299,0.0038263,0.263798305,-0.26567371,0.881777986,0.968926413,0.996062857,0.99258885,1.213035456,-0.142165809,-0.532457969,-0.525060828,-0.712220081,0.304270173,-0.018471018,0.204678643,0.085124163,0.66753858,-0.609632161,-0.008834022,-0.977393798,0.996062857,0.509844561,1.500858081,-0.793178621,1.229310249,1.393218159,1.431647526,-0.161967256,0.362009755,0.885982916,1.229310249,2.026586666,2.212113704,-0.610036172,1.416959529,0.977629357,0.017069701,1,0.113850958
300086.SZ,2025/9/30,-0.324834017,0.137691658,-0.31368857,0.281181679,-0.240305911,0.072002847,0.153258316,0.203200128,0.206566691,0.509821841,-0.203092816,-0.718835405,-0.694915608,-0.976091864,0.354757677,-0.253592027,0.506842695,0.290877659,0.022808408,-0.503346065,0.30409322,-1.686860442,0.203200128,-0.367293751,0.810678688,-0.86453615,0.786893645,0.624742566,0.741792188,0.172247071,0.560934332,0.069881535,0.786893645,0.120893301,-0.515691901,0.167926007,-0.017341996,0.176770538,-0.375548744,0.215626686,-0.150842557,0.283037546,-0.25432668,0.910772324,0.96455935,0.992563327,1.00656006,1.208115675,-0.072913916,-0.466187499,-0.452199117,-0.669630372,0.401829126,-0.155335371,0.3850676,0.201545605,0.595302741,-0.794136232,-0.11375695,-0.97654683,0.992563327,0.526939305,1.462848368,-0.739963873,0.827878937,1.263734294,1.392729076,0.100483067,0.723134458,0.904425435,0.827878937,0.212915905,-0.31736374,0.212047371,0.596086126,0.974620169,-0.039160839,0,0.11413906
300086.SZ,2025/10/9,0.369184341,0.670324569,-0.148934969,0.225107625,-0.260005699,0.206577736,0.130088754,0.208630955,0.247898438,0.522315337,-0.04108115,-0.625523162,-0.600542063,-0.915515145,0.461600729,-0.043182412,0.747093849,0.458936709,-0.005418768,-0.310345233,0.089259398,-1.592530656,0.208630955,-0.344936037,0.770673783,-0.809297844,1.054776342,0.798271351,0.77697411,0.262120942,0.872350646,0.155462196,1.054776342,0.30197773,-0.163831838,0.077457671,0.131704362,0.182128852,0.425337856,0.860930205,0.054297119,0.265025323,-0.245895235,1.000554245,0.953440498,1.000226565,1.034173557,1.211877227,0.117914411,-0.375407403,-0.351898976,-0.613564452,0.539596498,0.07256561,0.62176255,0.367381013,0.588600978,-0.573404929,-0.262419785,-0.93951356,1.000226565,0.562568124,1.423888947,-0.660991274,1.127306448,1.358221102,1.411391601,0.181879518,1.081274968,0.965580786,1.127306448,0.427871851,0.102954733,0.085928223,0.752349658,0.982865846,0.037845706,1,0.118776244
