ticker,trade_date,ret_1_L1_z60,ret_5_L1_z60,ret_20_L1_z60,vol_10_L1_z60,vol_20_L1_z60,sma_5_L1_z60,sma_10_L1_z60,sma_20_L1_z60,ema_12_L1_z60,ema_26_L1_z60,ma_gap_5_20_L1_z60,ema_gap_12_26_L1_z60,macd_L1_z60,macd_signal_L1_z60,macd_hist_L1_z60,rsi_L1_z60,kdj_k_L1_z60,kdj_d_L1_z60,atr_L1_z60,pdi_L1_z60,mdi_L1_z60,adx_L1_z60,bb_mid_L1_z60,bb_up_L1_z60,bb_dn_L1_z60,bb_bw_L1_z60,bb_pb_L1_z60,obv_L1_z60,vpt_L1_z60,mfi_L1_z60,cci_L1_z60,vwap_win_L1_z60,z_close_20_L1_z60,z_turnover_20_L1_z60,range_hl_L1_z60,gap_oc_L1_z60,log_turn_L1_z60,rv_20_L1_z60,ret_1_L1_z120,ret_5_L1_z120,ret_20_L1_z120,vol_10_L1_z120,vol_20_L1_z120,sma_5_L1_z120,sma_10_L1_z120,sma_20_L1_z120,ema_12_L1_z120,ema_26_L1_z120,ma_gap_5_20_L1_z120,ema_gap_12_26_L1_z120,macd_L1_z120,macd_signal_L1_z120,macd_hist_L1_z120,rsi_L1_z120,kdj_k_L1_z120,kdj_d_L1_z120,atr_L1_z120,pdi_L1_z120,mdi_L1_z120,adx_L1_z120,bb_mid_L1_z120,bb_up_L1_z120,bb_dn_L1_z120,bb_bw_L1_z120,bb_pb_L1_z120,obv_L1_z120,vpt_L1_z120,mfi_L1_z120,cci_L1_z120,vwap_win_L1_z120,z_close_20_L1_z120,z_turnover_20_L1_z120,range_hl_L1_z120,gap_oc_L1_z120,log_turn_L1_z120,rv_20_L1_z120,y_ret_k,y_up_k,y_vol_k
300189.SZ,2024/6/11,1.684464658,-1.935018063,-1.719840493,1.076293902,0.713911264,-2.156935521,-2.037421174,-1.965264125,-2.11591651,-2.113639035,-1.957097501,-2.169044604,-1.810973175,-1.545315787,-1.294209,-1.621010427,-1.039302031,-1.356873938,-0.705044916,-1.969947099,2.248674849,1.748323213,-1.965264125,-1.464907713,-2.080327737,1.922462042,-0.853117023,-2.780617859,-3.007362486,-2.036024998,-1.136809758,-2.206518883,-0.853117023,0.236999788,0.132054958,0.727655952,0.003998537,-1.953118435,1.690849371,-1.965892735,-2.042859975,1.174593895,0.836943187,-2.498417507,-2.372018968,-2.176839538,-2.413341217,-2.271689641,-2.064712751,-2.544337639,-1.944069206,-1.62357833,-1.293958981,-1.646634813,-1.102860107,-1.279339096,-0.52780853,-1.983871177,2.178094384,1.604288861,-2.176839538,-1.860734538,-2.243801015,2.160133508,-0.904145326,-0.512588923,-3.533043479,-2.337832853,-1.181591769,-2.539321555,-0.904145326,0.01204843,-0.049307196,0.666003388,-0.287392073,-2.226320277,0.021276596,1,0.155904962
300189.SZ,2024/6/12,0.22574319,-1.603661526,-1.553455389,1.041739881,0.655465414,-2.213638954,-2.064164405,-1.984007386,-2.118761524,-2.119883401,-2.076238769,-2.17919712,-1.782047433,-1.636664368,-1.101263164,-1.558406885,-0.818053142,-1.30808789,-0.862474494,-1.859001454,2.129004905,2.21168669,-1.984007386,-1.484882707,-2.105458349,2.033090189,-0.62817644,-2.631233564,-2.758814351,-1.631803995,-0.742981053,-2.164574824,-0.62817644,-0.367352097,-0.097117953,1.22260674,-0.840363173,-1.971131184,0.15334083,-1.68692703,-1.870749423,1.160469975,0.787745449,-2.574434613,-2.412778786,-2.217600893,-2.438538169,-2.301633199,-2.218007579,-2.601349168,-1.953601856,-1.771240222,-1.146746498,-1.619669671,-0.912427364,-1.263877075,-0.606928248,-1.923701717,2.12352874,2.133689675,-2.217600893,-1.88287449,-2.300873484,2.304952262,-0.708606785,-0.509713197,-3.334849724,-1.909918258,-0.822933709,-2.525898486,-0.708606785,-0.503862321,-0.22329587,1.084823245,-1.004933201,-2.274653158,-0.03125,0,0.15549318
300189.SZ,2024/6/13,0.931290825,-0.409422951,-1.558357365,1.12069231,0.611113505,-2.167956307,-2.048533616,-2.001840608,-2.083457004,-2.103137579,-1.98357386,-2.075935457,-1.713114511,-1.685176572,-0.710033581,-1.114850467,-0.47620745,-1.058537185,-1.119626961,-1.463542922,1.887666388,2.444312485,-2.001840608,-1.613766486,-2.051591062,1.89018295,-0.294092098,-2.23969613,-2.492724004,-1.328452337,-0.271996008,-2.152768814,-0.294092098,-0.614503545,-0.75262957,1.197524843,-1.384082324,-1.992541268,0.885242023,-0.578448727,-1.856426181,1.265186491,0.759335194,-2.554787544,-2.413997989,-2.257379015,-2.427742587,-2.312055888,-2.161298879,-2.519616318,-1.912697412,-1.869488612,-0.82346387,-1.202225356,-0.61033127,-1.069157985,-0.726617125,-1.555440086,1.927495938,2.450342679,-2.257379015,-1.993917747,-2.289466312,2.183784306,-0.415451809,-0.378103155,-3.081391211,-1.587208351,-0.397477357,-2.537560854,-0.415451809,-0.728789499,-0.759960616,1.074332679,-1.484144174,-2.325139144,0,0,0.157905496
300189.SZ,2024/6/14,-0.783841516,-0.339241065,-1.63997286,1.056718006,0.623395871,-2.122074547,-2.057731705,-2.019258196,-2.070734358,-2.097336159,-1.897444441,-2.046656446,-1.652131609,-1.714513677,-0.519003326,-1.341576326,-0.503172704,-0.904875586,-1.223821732,-1.584883505,1.824313022,2.654202238,-2.019258196,-1.712545484,-2.020539747,1.808113946,-0.432094833,-2.319262573,-2.430357595,-1.253896761,-0.144060639,-2.095871434,-0.432094833,-0.660519103,0.157722612,0.751277848,-1.568399211,-2.012251686,-0.933049086,-0.528731391,-1.922254606,1.222574218,0.786752252,-2.530802617,-2.436625611,-2.296043612,-2.434060379,-2.32946373,-2.107236439,-2.515361519,-1.874263864,-1.943165766,-0.674770792,-1.437803469,-0.646095463,-0.953378941,-0.765837747,-1.692313727,1.896633235,2.751372296,-2.296043612,-2.08130083,-2.295172573,2.130016211,-0.564119323,-0.496493219,-3.059958471,-1.529808896,-0.307960248,-2.50165495,-0.564119323,-0.785755686,-0.025549951,0.612352139,-1.626095903,-2.372245624,-0.02688172,0,0.157905496
300189.SZ,2024/6/17,0.234765253,1.145852452,-1.63018049,1.047661153,0.602957421,-1.986913659,-2.056659302,-2.033171264,-2.044915053,-2.083035795,-1.428876706,-1.978130855,-1.595697078,-1.721404614,-0.271671974,-1.297773577,-0.509554707,-0.805373282,-1.489629297,-1.63504467,1.874174353,2.821580639,-2.033171264,-1.844106506,-1.961869424,1.624806751,-0.29846652,-2.188397458,-2.282363364,-1.769223944,-0.041052489,-1.975023127,-0.29846652,-0.728652771,-0.502053275,-0.498347463,-1.613411132,-2.029844549,0.153236879,0.86490105,-1.883666021,1.236373331,0.781236053,-2.42113437,-2.450483623,-2.330507668,-2.427133545,-2.338729901,-1.672781675,-2.462753011,-1.838062039,-1.987580046,-0.477619489,-1.418786243,-0.661105926,-0.881951053,-0.872091568,-1.760506083,1.99196928,3.026644559,-2.330507668,-2.198804226,-2.271765708,1.963093441,-0.462244158,-0.493815211,-2.928827778,-2.177669018,-0.237223161,-2.404032585,-0.462244158,-0.851478209,-0.558762075,-0.282054336,-1.684068088,-2.415086219,0.016574586,1,0.147811107
300189.SZ,2024/6/18,-0.630753447,-0.015499136,-1.357816126,0.9014583,0.355140164,-1.938959533,-2.0768955,-2.027306576,-2.033898109,-2.075940339,-1.280369587,-1.916430994,-1.544413052,-1.720463945,-0.158299245,-1.474034572,-0.709056075,-0.818297163,-1.664928912,-1.696000645,1.764942622,2.933096486,-2.027306576,-1.848037056,-1.959044614,1.660400069,-0.37863626,-2.226154463,-2.216560096,-1.616598343,0.021076723,-1.900571096,-0.37863626,-0.919878194,-0.256548432,0.768562117,-1.549895511,-2.023691069,-0.780361404,-0.243329216,-1.603525964,1.105738176,0.55361749,-2.386895953,-2.483346107,-2.346474528,-2.431289505,-2.352286518,-1.547087703,-2.413496204,-1.803883964,-2.018917974,-0.395099778,-1.605158647,-0.856329549,-0.908232775,-0.94545398,-1.842474647,1.921320843,3.255702786,-2.346474528,-2.213810471,-2.294563163,2.037950014,-0.553378074,-0.591174013,-2.889200108,-2.033097209,-0.20320102,-2.345124067,-0.553378074,-1.016577714,-0.348008535,0.627808025,-1.656553109,-2.431725385,-0.010869565,0,0.148661777
300189.SZ,2024/6/19,0.792833269,0.268626865,-1.237225192,1.023382404,0.39909798,-1.880721741,-2.072456262,-2.018156263,-1.997426007,-2.053669143,-1.082105311,-1.841604708,-1.498265307,-1.697642854,0.126120203,-1.088464103,-0.528277018,-0.75510606,-1.854725069,-1.738111186,1.480705208,2.979135511,-2.018156263,-1.897574341,-1.918932207,1.569354954,-0.056034319,-1.938352125,-2.058943488,-1.278674197,0.216014703,-1.837984163,-0.056034319,-0.736376819,-0.512475417,0.765221041,-1.489996767,-2.016205355,0.735380334,0.008522669,-1.484095238,1.25393519,0.614166718,-2.340279771,-2.493419762,-2.357370287,-2.410661283,-2.351710671,-1.37275757,-2.345086676,-1.771362913,-2.020708776,-0.167912763,-1.255826156,-0.702079257,-0.867199665,-1.035438492,-1.899619609,1.662693057,3.414076745,-2.357370287,-2.266816298,-2.279968087,1.967956845,-0.294985742,-0.481224251,-2.730156965,-1.660208675,-0.058449275,-2.29448676,-0.294985742,-0.852907778,-0.545066185,0.63658476,-1.630346977,-2.444103616,-0.017362637,0,0.147516796
300189.SZ,2024/6/20,-0.09539599,-0.238325473,-1.139404267,0.740808737,0.367022608,-1.861296102,-2.040185574,-2.0052427,-1.966282787,-2.032978161,-1.026241828,-1.77616112,-1.412910947,-1.640591862,0.345434476,-1.171584409,-0.524998699,-0.712062239,-2.005792492,-1.71147624,1.216341151,2.983153031,-2.0052427,-1.922116449,-1.889003938,1.510778983,-0.006207815,-2.000725434,-1.98473131,-1.280020061,0.342997729,-1.817834579,-0.006207815,-0.688761923,-0.49579851,0.100296506,-1.443018019,-2.004278176,-0.225834655,-0.477381283,-1.381381141,0.981017677,0.600310668,-2.326413611,-2.475830261,-2.362318993,-2.391843458,-2.350161015,-1.335026727,-2.282097179,-1.693140562,-1.978638636,0.00158512,-1.334030308,-0.714367308,-0.844407899,-1.11679542,-1.865536832,1.417097802,3.514164686,-2.362318993,-2.300584268,-2.269530603,1.929884572,-0.283544,-0.580641492,-2.665706195,-1.688473485,0.017728168,-2.27947046,-0.283544,-0.818775001,-0.53213315,0.163933771,-1.605349086,-2.448748309,0.023261015,1,0.148489607
300189.SZ,2024/6/21,-0.627392348,-0.160161786,-1.342650198,0.672866443,0.366822566,-1.839224803,-2.006335249,-2.000399462,-1.953068801,-2.021391446,-0.929441576,-1.718538548,-1.380179708,-1.589587302,0.413495301,-1.406699497,-0.738646257,-0.767727678,-2.058435026,-1.682267502,1.543847706,3.00651786,-2.000399462,-1.944887119,-1.872708717,1.470898961,-0.13370896,-2.085547003,-1.909813123,-1.240355264,0.301463337,-1.808299013,-0.13370896,-0.429414106,0.200557469,0.106982218,-1.298609731,-1.997573577,-0.804707531,-0.416532217,-1.54810511,0.930852407,0.617644779,-2.308369641,-2.454024213,-2.371566569,-2.386407587,-2.354068019,-1.259063558,-2.224109366,-1.665612364,-1.938480853,0.043290143,-1.539873171,-0.928173837,-0.910017392,-1.166670439,-1.830942497,1.765230333,3.630535903,-2.371566569,-2.33406668,-2.26628298,1.907792485,-0.414127524,-0.705623562,-2.597555327,-1.663746399,-0.049177721,-2.274224644,-0.414127524,-0.587201259,0.04918227,0.163224874,-1.504380224,-2.455435935,-0.02273224,0,0.149684791
300189.SZ,2024/6/24,1.361509183,0.416962019,-0.882627925,-0.300110306,0.579258507,-1.79041231,-1.914165479,-1.982344663,-1.90584257,-1.990409801,-0.744154777,-1.604342127,-1.236704357,-1.545253183,0.7519192,-0.59140022,-0.167440603,-0.582876637,-1.87442677,-1.539426232,1.045411288,2.908806937,-1.982344663,-1.98070701,-1.824154848,1.338186563,0.447993548,-1.729877727,-1.757822362,-1.131948328,0.583569498,-1.767620171,0.447993548,0.098815191,0.590242378,0.746169486,-0.49044751,-1.981609791,1.342987863,0.097959614,-1.16036547,-0.009823686,0.840519302,-2.263118687,-2.376883722,-2.367119208,-2.348394124,-2.339731208,-1.101578297,-2.101538052,-1.524224568,-1.900677063,0.308598871,-0.850653492,-0.425155204,-0.763676517,-1.117974813,-1.697612717,1.286189816,3.580840259,-2.367119208,-2.378366142,-2.230994668,1.77948123,-0.01471303,-0.52112031,-2.431141149,-1.558058782,0.138054993,-2.238054598,-0.01471303,-0.121871574,0.382726245,0.641060405,-0.855273359,-2.450141234,0,0,0.148364028
300189.SZ,2024/6/25,-1.649418266,-0.15732108,-1.596714405,-0.123193713,0.599386568,-1.73175745,-1.883923464,-1.993785315,-1.906706125,-1.98494286,-0.59790071,-1.626663453,-1.246772726,-1.506478504,0.661170737,-1.205435245,-0.520594842,-0.596654571,-1.553513061,-1.61355636,0.966272372,2.846962654,-1.993785315,-2.070141319,-1.783081354,1.14334024,-0.227064327,-1.899962889,-1.755625357,-1.113585385,0.514770718,-1.708982708,-0.227064327,0.070703905,0.438304742,0.711307186,-0.618426312,-1.986652133,-1.911602266,-0.43447071,-1.738568642,0.171777825,0.868818522,-2.204886991,-2.350547041,-2.3900811,-2.350379295,-2.345708026,-0.979580535,-2.112698556,-1.524672044,-1.856138314,0.219429547,-1.350622854,-0.763194249,-0.799413079,-1.014008709,-1.77633447,1.218142245,3.568929815,-2.3900811,-2.475448152,-2.199091363,1.571969853,-0.521713299,-0.703036547,-2.436176427,-1.566145533,0.061474374,-2.181010087,-0.521713299,-0.14541336,0.261466293,0.626431074,-0.962053151,-2.463381431,0,0,0.14308606
300189.SZ,2024/6/26,0.252782202,-0.422417459,-1.321181457,-0.137874521,0.527344629,-1.674881158,-1.814192388,-1.98998898,-1.833908416,-1.97295298,-0.569092172,-1.579107328,-1.212888439,-1.471384231,0.66895956,-1.164696353,-0.753456208,-0.696165548,-1.699073235,-1.562000316,0.72386903,2.767261144,-1.98998898,-2.104622892,-1.753777084,1.016913444,-0.100413057,-1.810574723,-1.682141268,-0.938074967,0.515421695,-1.653850819,-0.100413057,-0.514233827,0.42658377,0.702297515,-1.334491073,-1.975918665,0.181173045,-0.670882464,-1.520682227,0.16460106,0.809057285,-2.149951565,-2.288120278,-2.398775284,-2.289503782,-2.34595577,-0.963690836,-2.055878997,-1.487235508,-1.813522206,0.227574928,-1.328373085,-0.977861744,-0.904173174,-1.099643521,-1.742076266,0.994338005,3.539054866,-2.398775284,-2.527992327,-2.175920485,1.441594869,-0.410226777,-0.69858713,-2.359935106,-1.370901412,0.073223425,-2.129940327,-0.410226777,-0.65795561,0.263842938,0.691853804,-1.56779907,-2.459614323,0.023261015,1,0.138430343
300189.SZ,2024/6/27,1.156994616,0.228131148,-0.641351416,-0.054122542,0.621527023,-1.620128634,-1.748733939,-1.966687428,-1.765552513,-1.94402177,-0.44299664,-1.466237291,-1.067249697,-1.435472966,0.902164886,-0.446425053,-0.118406736,-0.511673875,-1.60723003,-1.506326079,0.716863348,2.701655235,-1.966687428,-2.108673464,-1.708029579,0.88676043,0.417186661,-1.552098584,-1.614650896,-0.59030407,0.650664752,-1.601743144,0.417186661,-0.201698016,0.417143563,0.688457978,-1.195128639,-1.952884909,1.177544827,-0.063665187,-0.992189694,0.258124824,0.906043599,-2.098035508,-2.228552123,-2.388589651,-2.231210165,-2.330800431,-0.861803633,-1.937176351,-1.354202173,-1.769411319,0.431918362,-0.766567661,-0.406812044,-0.757507126,-1.080955075,-1.704119749,0.993085418,3.522094189,-2.388589651,-2.553125339,-2.136957978,1.309717022,-0.025713743,-0.566710628,-2.286177661,-0.978776534,0.184909163,-2.081509996,-0.025713743,-0.348932095,0.265075352,0.682179696,-1.467815608,-2.442704227,-0.021857923,0,0.140026934
300189.SZ,2024/6/28,1.265422645,1.255900667,-0.368152394,0.071651741,0.767081747,-1.566539212,-1.687504839,-1.938625976,-1.701437512,-1.898818484,-0.065564563,-1.210616085,-0.814263986,-1.337060582,1.279218719,0.328834573,0.737191751,-0.051047904,-1.154731198,-0.005844464,0.077442075,2.35241025,-1.938625976,-2.148641326,-1.631243725,0.600316566,1.008891188,-1.059895227,-1.396388112,0.327546183,1.102305042,-1.551827805,1.008891188,1.747201326,1.645093512,0.777018792,0.896123094,-1.929084961,1.322230863,0.910678079,-0.785695783,0.390813228,1.04886999,-2.048778167,-2.17219339,-2.37236161,-2.175592773,-2.300416567,-0.541493639,-1.685399948,-1.137493393,-1.664956397,0.771275463,-0.160880248,0.376754983,-0.363949172,-0.900962571,-0.43508664,0.387338964,3.115599423,-2.37236161,-2.6082801,-2.070248092,1.016751825,0.416833945,-0.249408637,-2.036977181,0.066122745,0.548941599,-2.035230559,0.416833945,1.502452349,1.31696811,0.754262889,0.305554974,-2.42475517,0.111731844,1,0.141463064
300189.SZ,2024/7/1,-0.468140139,0.274558849,-0.490945031,0.122052944,0.761626224,-1.513748403,-1.630552095,-1.887450566,-1.641446074,-1.863838837,0.070643819,-1.043310773,-0.638690335,-1.223046467,1.390666267,0.033130198,0.934746396,0.335532717,-1.122841943,-0.273325891,-0.237884934,2.067355539,-1.887450566,-2.184744007,-1.555210618,0.296516009,0.697483285,-1.440691618,-1.485379576,0.29001697,1.095526251,-1.501769542,0.697483285,1.427488182,0.321765408,-1.282036581,0.780050286,-1.877809264,-0.611832852,0.018526751,-0.885255623,0.45092387,1.049823014,-2.001586644,-2.118577377,-2.334259032,-2.122450258,-2.276597479,-0.427653396,-1.52519335,-0.995467259,-1.549809488,0.895491162,-0.4006376,0.571308951,-0.027717772,-0.9003374,-0.665841405,0.091064247,2.777998182,-2.334259032,-2.660603367,-2.002914189,0.713064715,0.202277229,-0.573224416,-2.143657918,0.00017727,0.559372176,-1.991263688,0.202277229,1.232707552,0.208878841,-0.808339494,0.224258042,-2.380498639,0.120603015,1,0.176187737
300189.SZ,2024/7/2,3.311330527,3.048906494,0.544961204,1.703352207,2.077878356,-1.445998299,-1.577454466,-1.812995318,-1.585748568,-1.782788051,0.890402877,-0.5147816,-0.123362546,-1.028559654,2.057304152,2.026148596,1.491508166,0.82062013,0.35751735,1.984477181,-1.174138567,1.804272032,-1.812995318,-2.225926851,-1.426720397,-0.185136316,2.895432362,-0.3856554,0.318784214,0.903776315,1.754458259,-1.320413523,2.895432362,3.410509234,4.370218512,0.555166395,2.691641705,-1.80407446,3.760601991,2.759581644,-0.092229225,1.944102867,2.240722033,-1.942071745,-2.067842778,-2.273778167,-2.072032238,-2.212721826,0.282550338,-1.036838764,-0.585620308,-1.365924904,1.532741206,1.199958063,1.115628451,0.405505446,-0.27019941,1.277780658,-0.812898364,2.459424552,-2.273778167,-2.716951141,-1.890331501,0.23722806,1.946142043,0.178209188,-0.093808231,0.68178217,1.126001487,-1.840628514,1.946142043,3.324362376,4.120321931,0.606967759,2.00119234,-2.314527719,-0.035874439,0,0.208976337
300189.SZ,2024/7/3,3.19613548,4.305179287,2.122763759,2.720642042,3.029761901,-1.120204343,-1.482620658,-1.74488227,-1.404258015,-1.654145428,2.064871307,0.376862523,0.744503355,-0.696467084,2.965589693,3.25160974,1.891645197,1.311081315,2.059457649,3.342577832,-1.84228595,1.770805426,-1.74488227,-2.03613435,-1.433862288,0.027427648,4.30623149,1.28352108,3.156609848,1.564662401,2.715394093,-0.912129261,4.30623149,3.247599706,3.757199709,0.582786678,3.429317514,-1.736561792,3.774615263,4.447677536,1.165655221,2.957508726,3.158150953,-1.671623459,-1.982040584,-2.216584845,-1.916539447,-2.107418951,1.355827343,-0.239599261,0.083956713,-1.069873792,2.504916992,2.355436489,1.544367658,0.862838871,0.498708275,2.66610911,-1.492662149,2.440684494,-2.216584845,-2.560086375,-1.891717414,0.46759784,3.541265241,1.387121316,3.289029062,1.440816013,2.032955256,-1.505866782,3.541265241,3.356097011,3.83309204,0.626344323,2.952247711,-2.253761391,0.009302326,1,0.204300611
300189.SZ,2024/7/4,-0.818217632,2.936203245,2.308855246,2.706533613,2.725343171,-0.872924818,-1.345888566,-1.682646173,-1.254727811,-1.557826685,2.719472841,0.957965816,1.317931867,-0.302233012,3.024873266,2.501250133,1.614650348,1.517368378,3.382473092,3.468515755,-2.229108074,1.831955103,-1.682646173,-1.863565245,-1.436228722,0.237612561,3.030436527,-0.756839316,2.017639692,2.020387579,2.902533653,-0.440474436,3.030436527,2.716235693,3.328607119,5.634051543,3.515030498,-1.674835992,-1.005958402,3.132275009,1.358649108,3.00120017,2.900578826,-1.469568224,-1.862915329,-2.162486336,-1.788777001,-2.027248197,2.073729918,0.26172561,0.510622579,-0.738927397,2.746843237,1.814435685,1.319048874,1.08212696,1.270002035,3.055703599,-1.93437659,2.546103425,-2.162486336,-2.41069172,-1.888377112,0.688387708,2.61481997,-0.137246582,1.992226339,2.027167893,2.356742448,-1.129738919,2.61481997,2.914363167,3.590119352,5.684071077,3.337120069,-2.197549452,-0.073732719,0,0.20150764
300189.SZ,2024/7/5,0.342826034,2.433441871,2.735893959,2.358826996,2.490467983,-0.64841149,-1.19393978,-1.625751263,-1.117752573,-1.466293699,3.071057401,1.458550154,1.809706226,0.13935976,2.909117798,2.491346363,1.470404372,1.588302254,3.723196726,2.326796248,-0.980531887,1.652788575,-1.625751263,-1.670532496,-1.440180338,0.54666652,2.679064783,0.836866909,2.135803006,1.285850343,1.982867902,-0.41350048,2.679064783,1.324996412,2.778687693,-3.380571725,2.609104735,-1.618373379,0.373137412,2.649853514,1.791027131,2.703004717,2.695207413,-1.2914331,-1.733644961,-2.111353382,-1.672923877,-1.950101236,2.593658318,0.691301493,0.878300841,-0.391280047,2.799187054,1.874323295,1.203608101,1.182791566,1.707360364,2.023365798,-0.684689895,2.330139929,-2.111353382,-2.237997195,-1.885058746,0.99684596,2.412225592,1.012798366,2.178956227,1.187940748,1.587388713,-1.110809076,2.412225592,1.452190631,3.118891812,-3.337432263,2.526415637,-2.145350012,-0.074626866,0,0.195773422
300189.SZ,2024/7/8,-1.729641708,1.641528459,2.721609339,2.770004324,2.233426441,-0.49118209,-1.108373311,-1.545719772,-1.073227834,-1.420424772,3.092555397,1.563157955,1.903320731,0.54325066,2.343337126,1.45157356,1.077486501,1.473589475,3.261181117,1.877653719,-1.174051061,1.496235736,-1.545719772,-1.568214318,-1.395223914,0.534229034,1.539987562,-0.167904105,1.112714229,0.957581813,1.650068406,-0.371287392,1.539987562,0.547871243,0.051796767,-2.473197819,1.818134101,-1.539110765,-2.104049092,1.794427963,1.898220228,3.162969422,2.469568422,-1.171557421,-1.660099003,-2.039949738,-1.632316001,-1.909461234,2.814418248,0.777284998,0.949849656,-0.096081122,2.319734661,0.966703056,0.83183643,1.105464501,1.643936495,1.627328825,-0.883820401,2.141209142,-2.039949738,-2.144655986,-1.841894453,0.993121751,1.359739045,0.259664846,0.952372926,0.815322971,1.330378546,-1.081447292,1.359739045,0.625041891,0.142653801,-2.501087827,1.730541053,-2.080309735,-0.005376344,0,0.206037758
300189.SZ,2024/7/9,-1.680083376,-0.478840315,1.331228682,2.702879807,2.416418675,-0.54567391,-1.03669814,-1.502126188,-1.10404916,-1.413589026,2.649579995,1.39380536,1.73461633,0.852492948,1.597718603,0.738630047,0.561805953,1.194786278,2.894204773,1.525899974,-0.453085181,1.246640236,-1.502126188,-1.512727027,-1.367488042,0.514490341,0.638020607,-1.019598108,0.249640303,0.688010685,1.027665704,-0.346820988,0.638020607,0.27888035,0.551234559,-0.970586649,1.461252301,-1.495775069,-2.075760709,-0.642622141,0.676124757,3.154640156,2.655527754,-1.213715125,-1.598497509,-1.997490038,-1.649493706,-1.898915024,2.485278758,0.61283474,0.805861743,0.107962795,1.581631307,0.292639053,0.311345852,0.854061135,1.563313458,1.287330144,-0.146026084,1.828662977,-1.997490038,-2.091415466,-1.81164245,0.983242718,0.470596634,-0.386989026,-0.101704374,0.498473468,0.754604478,-1.06698041,0.470596634,0.317559041,0.680613522,-0.923974835,1.340303036,-2.038438795,-0.033297297,0,0.20610827
300189.SZ,2024/7/10,0.017466131,-1.608905689,1.261095991,2.518309898,2.288584867,-0.762073535,-0.96938762,-1.463302098,-1.131783238,-1.407963312,1.88891657,1.253152262,1.59576463,1.086397494,1.072164552,0.69404511,0.098827715,0.831820952,2.583337997,1.223159462,-0.065773232,0.958024192,-1.463302098,-1.461960182,-1.344370989,0.498837049,0.570291779,-1.620022304,0.215943638,0.560243018,0.670347182,-0.431210556,0.570291779,-0.03193258,0.54317833,-1.741103576,0.939622031,-1.457153151,-0.043710665,-1.95816049,0.620077065,3.015929523,2.566306948,-1.369782219,-1.540817915,-1.958056311,-1.66259766,-1.888473512,1.728315058,0.473888906,0.685691854,0.244247016,1.047116792,0.248078929,-0.149364263,0.510661058,1.466709704,0.990205214,0.260858922,1.46490984,-1.958056311,-2.041189136,-1.784584381,0.977320503,0.412322603,-0.870645594,-0.154840717,0.357552502,0.431219663,-1.131302019,0.412322603,-0.020224845,0.680992908,-1.741598805,0.773896868,-1.995221205,0.095951689,1,0.207807993
300189.SZ,2024/7/11,-0.768185481,-1.564078197,0.638124651,2.429961061,2.228920127,-0.980147153,-0.940143526,-1.443653917,-1.186978573,-1.41822778,1.266629358,1.02632544,1.380074678,1.235573929,0.561944544,0.37978285,-0.344941291,0.417478431,2.165884727,1.046869362,-0.238849248,0.695431982,-1.443653917,-1.4210571,-1.318511445,0.535306966,0.191028159,-1.967838714,0.004252246,0.492995284,0.432919085,-0.921276919,0.191028159,-0.298021001,-0.351999299,-1.015081396,0.313787817,-1.436187281,-0.989849449,-1.935366441,0.079017252,2.969657662,2.531136541,-1.517455119,-1.512304992,-1.933464003,-1.693800914,-1.889168501,1.072455431,0.258650106,0.503460494,0.31168717,0.514564441,-0.04681818,-0.594857791,0.110864499,1.244491015,0.821463031,0.121346423,1.135850008,-1.933464003,-1.999826543,-1.753884622,1.017549306,0.036778211,-1.19277336,-0.418950212,0.293541272,0.214156352,-1.474118233,0.036778211,-0.300845831,-0.30351512,-0.976282023,0.094417716,-1.963473439,0.005102041,1,0.224879915
300189.SZ,2024/7/12,2.485196247,-0.736003315,1.94594881,2.674157995,2.602521906,-1.097001445,-0.873929755,-1.38968435,-1.140304685,-1.381842179,0.83954245,1.201021609,1.540032772,1.404898729,0.63952038,1.407907384,-0.282299013,0.165617915,2.155838548,1.679733408,-0.613685894,0.550662768,-1.38968435,-1.354276118,-1.294080727,0.522446403,1.196346414,-1.105626099,1.1670303,0.586550466,1.043069346,-1.072389632,1.196346414,0.147842205,0.909606421,0.454296779,1.325394635,-1.382240102,2.950410586,-0.978899285,1.270629778,3.282622984,2.906883622,-1.587678031,-1.457270117,-1.881495969,-1.649546761,-1.853598626,0.614743519,0.393636153,0.61561553,0.391712341,0.609565705,0.895103886,-0.53700303,-0.133550639,1.309801256,1.537232798,-0.209413448,0.961678504,-1.881495969,-1.935675196,-1.724172898,1.013424189,1.050271068,-0.582295771,0.945080709,0.427080757,0.813767058,-1.567463416,1.050271068,0.185249541,1.093970908,0.609244299,1.231397192,-1.903171326,-0.040609137,0,0.22493749
