ticker,trade_date,alpha_score_gbdt
300236.SZ,2024-06-11,-0.005146442717467729
300321.SZ,2024-06-11,0.008301106518902463
300344.SZ,2024-06-11,-0.013138075815200132
300391.SZ,2024-06-11,0.05592854916520421
688125.SH,2024-06-11,-0.02059399651998987
688627.SH,2024-06-11,0.0007655226705016868
688679.SH,2024-06-11,-0.01779097665569429
920023.SH,2024-06-11,-0.0029571692715841947
300086.SZ,2024-06-12,-0.01377628648091123
300189.SZ,2024-06-12,-0.03541916239538309
300236.SZ,2024-06-12,-0.016988974201042537
300321.SZ,2024-06-12,0.013109406852846582
300344.SZ,2024-06-12,-0.016049675272504216
300391.SZ,2024-06-12,0.04501942794826046
688125.SH,2024-06-12,-0.018957249540479774
688627.SH,2024-06-12,-0.028683415036741357
688679.SH,2024-06-12,-0.013890029260003696
920023.SH,2024-06-12,-0.01442037784161014
300086.SZ,2024-06-13,0.013362435977094975
300189.SZ,2024-06-13,0.01006960615815028
300236.SZ,2024-06-13,-0.012986847510167732
300321.SZ,2024-06-13,-0.029059293135247886
300344.SZ,2024-06-13,-0.011619463519817736
300391.SZ,2024-06-13,0.00472680872555709
688125.SH,2024-06-13,-0.022710224024325307
688627.SH,2024-06-13,-0.006703155268722204
688679.SH,2024-06-13,0.004959177818996003
920023.SH,2024-06-13,-0.011536158027849665
300086.SZ,2024-06-14,-5.377188057440804e-05
300189.SZ,2024-06-14,-0.009404506692005517
300236.SZ,2024-06-14,-0.006688172843954089
300321.SZ,2024-06-14,0.010734354267207126
300344.SZ,2024-06-14,-0.014666841605197075
300391.SZ,2024-06-14,0.005442260334782892
688125.SH,2024-06-14,-0.023685124353089105
688627.SH,2024-06-14,-0.03507392930988868
688679.SH,2024-06-14,-0.0008452262420612843
920023.SH,2024-06-14,-0.053245179412006356
300086.SZ,2024-06-17,1.5199541551285371e-05
300189.SZ,2024-06-17,-0.04137529416782084
300236.SZ,2024-06-17,0.0036834608983947804
300321.SZ,2024-06-17,-0.01768815089241383
300344.SZ,2024-06-17,-0.004768782672997986
300391.SZ,2024-06-17,0.02105831641913277
688125.SH,2024-06-17,-0.010033272875209822
688627.SH,2024-06-17,-0.01273484364099594
688679.SH,2024-06-17,0.011120352768786914
920023.SH,2024-06-17,-0.03521567183108292
300086.SZ,2024-06-18,-0.001018214759057528
300189.SZ,2024-06-18,-0.034099836115037224
300236.SZ,2024-06-18,-0.007505387770606533
300321.SZ,2024-06-18,-0.00849527229674761
300344.SZ,2024-06-18,-0.01774223912579129
300391.SZ,2024-06-18,-0.00314904790038081
688125.SH,2024-06-18,-0.010804213947271418
688627.SH,2024-06-18,-0.007045904568220524
688679.SH,2024-06-18,0.008659096443119744
920023.SH,2024-06-18,-0.04915414295431179
300086.SZ,2024-06-19,0.0025025363525006355
300189.SZ,2024-06-19,-0.0002813607401165745
300236.SZ,2024-06-19,0.0021052069815824565
300321.SZ,2024-06-19,0.0027254811221149007
300344.SZ,2024-06-19,-0.016520346849179676
300391.SZ,2024-06-19,0.002230199428116057
688125.SH,2024-06-19,-0.00916922604331275
688627.SH,2024-06-19,-0.010636324972023797
688679.SH,2024-06-19,0.009601281217979265
920023.SH,2024-06-19,-0.046303831707982065
300086.SZ,2024-06-20,0.0047190278662035175
300189.SZ,2024-06-20,-0.0047774194134915255
300236.SZ,2024-06-20,0.001674196107379171
300321.SZ,2024-06-20,-0.0009309070201536131
300344.SZ,2024-06-20,-0.01828385902706565
300391.SZ,2024-06-20,-0.00741753526981922
688125.SH,2024-06-20,-0.039595785022095056
688627.SH,2024-06-20,-0.010045498746306513
688679.SH,2024-06-20,0.003698637360364846
920023.SH,2024-06-20,0.014461301662412518
300086.SZ,2024-06-21,-0.00322255961546922
300189.SZ,2024-06-21,-0.0024347981710000615
300236.SZ,2024-06-21,0.003542852538270842
300321.SZ,2024-06-21,-0.012832555809967417
300344.SZ,2024-06-21,-0.016552705574109282
300391.SZ,2024-06-21,0.0032946082593247657
688125.SH,2024-06-21,-0.07735426505279204
688627.SH,2024-06-21,-0.009303703701809492
688679.SH,2024-06-21,0.006078611942701079
920023.SH,2024-06-21,-0.0012009399880706386
300086.SZ,2024-06-24,0.00798970044494766
300189.SZ,2024-06-24,0.0110427164102347
300236.SZ,2024-06-24,-0.003349436759688137
300321.SZ,2024-06-24,-0.012989427829951997
300344.SZ,2024-06-24,-0.016321453608119218
300391.SZ,2024-06-24,0.0463732906914589
688125.SH,2024-06-24,-0.07748871890163768
688627.SH,2024-06-24,-0.010985748300795009
688679.SH,2024-06-24,0.002722513441039375
920023.SH,2024-06-24,0.01000786765808883
300086.SZ,2024-06-25,-0.009240208920887078
300189.SZ,2024-06-25,0.0024802323636122854
300236.SZ,2024-06-25,0.0013059597437010601
300321.SZ,2024-06-25,-0.013798187752115837
300344.SZ,2024-06-25,-0.011502227676104823
300391.SZ,2024-06-25,-0.02159010828207501
688125.SH,2024-06-25,-0.058012112747982764
688627.SH,2024-06-25,-0.0025286061747579612
688679.SH,2024-06-25,0.005738311904913796
920023.SH,2024-06-25,0.0005259760624565107
300086.SZ,2024-06-26,-0.006511191644652193
300189.SZ,2024-06-26,-0.002616685519448095
300236.SZ,2024-06-26,0.012356850278574746
300321.SZ,2024-06-26,-0.012571724630972139
300344.SZ,2024-06-26,-0.008120566628385001
300391.SZ,2024-06-26,-0.023496170754596025
688125.SH,2024-06-26,0.005491320444329639
688627.SH,2024-06-26,-0.005943646425406786
688679.SH,2024-06-26,-0.003256625903384204
920023.SH,2024-06-26,-0.0019017293467431446
300086.SZ,2024-06-27,-0.0033996256224449154
300189.SZ,2024-06-27,0.007535740641793837
300236.SZ,2024-06-27,0.009260829379981078
300321.SZ,2024-06-27,-0.013477749414535063
300344.SZ,2024-06-27,-0.013654508708393768
300391.SZ,2024-06-27,0.0036184332550960874
688125.SH,2024-06-27,0.007578116643529134
688627.SH,2024-06-27,0.005099099854439142
688679.SH,2024-06-27,0.014663993183940292
920023.SH,2024-06-27,-0.006739851682005135
300086.SZ,2024-06-28,-0.007121964385772873
300189.SZ,2024-06-28,-0.00909794828957414
300236.SZ,2024-06-28,0.013497637737690527
300321.SZ,2024-06-28,-0.003730388426453372
300344.SZ,2024-06-28,-0.013941485094463508
300391.SZ,2024-06-28,0.00314477037981193
688125.SH,2024-06-28,0.00738638688215031
688627.SH,2024-06-28,-0.0008799901583510184
688679.SH,2024-06-28,-0.00889758589929485
920023.SH,2024-06-28,-0.014494603592274342
300086.SZ,2024-07-01,-0.009710057558401741
300189.SZ,2024-07-01,-0.009139515312736282
300236.SZ,2024-07-01,0.012075473220624069
300321.SZ,2024-07-01,-0.013989703474132927
300344.SZ,2024-07-01,-0.014347888364240387
300391.SZ,2024-07-01,-0.0012987996263461943
688125.SH,2024-07-01,0.007828186151160222
688627.SH,2024-07-01,0.0014426865073070968
688679.SH,2024-07-01,-0.007441155167631562
920023.SH,2024-07-01,-0.014452086825784088
300086.SZ,2024-07-02,0.00013841938077629532
300189.SZ,2024-07-02,-0.06540240327278027
300236.SZ,2024-07-02,0.009411346932090616
300321.SZ,2024-07-02,-0.00045294509274997
300344.SZ,2024-07-02,-0.018704609010871728
300391.SZ,2024-07-02,-0.02131392291865113
688125.SH,2024-07-02,0.004332493394702995
688627.SH,2024-07-02,-0.0011496398645464774
688679.SH,2024-07-02,-0.006336485926342605
920023.SH,2024-07-02,0.007501080816438875
300086.SZ,2024-07-03,-0.022398938114395483
300189.SZ,2024-07-03,-0.08998776218154288
300236.SZ,2024-07-03,0.008155140931934549
300321.SZ,2024-07-03,-0.004878514801482016
300344.SZ,2024-07-03,-0.0074629613828934935
300391.SZ,2024-07-03,-0.0570935200573511
688125.SH,2024-07-03,0.019500008488577053
688627.SH,2024-07-03,-0.002580587536797448
688679.SH,2024-07-03,0.0087300574274702
920023.SH,2024-07-03,-0.0370428634958156
300086.SZ,2024-07-04,-0.04788638837070413
300189.SZ,2024-07-04,-0.06733796964002621
300236.SZ,2024-07-04,0.002717574886038194
300321.SZ,2024-07-04,-0.010313976179742291
300344.SZ,2024-07-04,-0.028437884783521116
300391.SZ,2024-07-04,-0.03368527752904194
688125.SH,2024-07-04,0.006300108104205285
688627.SH,2024-07-04,0.0032272946108238922
688679.SH,2024-07-04,-0.004363142960415816
920023.SH,2024-07-04,0.00895194349653352
300086.SZ,2024-07-05,-0.013217756114273529
300189.SZ,2024-07-05,0.07190070342475613
300236.SZ,2024-07-05,0.014871686836007541
300321.SZ,2024-07-05,-0.015643704588935225
300344.SZ,2024-07-05,-0.01544545524420117
300391.SZ,2024-07-05,-0.021820588734461226
688125.SH,2024-07-05,0.014634760282631172
688627.SH,2024-07-05,0.0015256419484583586
688679.SH,2024-07-05,0.0021277873418524876
920023.SH,2024-07-05,-0.005572770432703906
300086.SZ,2024-07-08,-0.04268968618803866
300189.SZ,2024-07-08,0.029438051849541954
300236.SZ,2024-07-08,-0.0035771347506850892
300321.SZ,2024-07-08,-0.01347279920450317
300344.SZ,2024-07-08,-0.007844362644033492
300391.SZ,2024-07-08,0.017189089154735507
688125.SH,2024-07-08,0.029288412187020857
688627.SH,2024-07-08,-0.0006460054103896354
688679.SH,2024-07-08,-0.001113830536071736
920023.SH,2024-07-08,0.032007269152285
300086.SZ,2024-07-09,-0.009105651297130143
300189.SZ,2024-07-09,0.025566039290824058
300236.SZ,2024-07-09,-0.02769091439956629
300321.SZ,2024-07-09,-0.001101014141060276
300344.SZ,2024-07-09,-0.01888025832544089
300391.SZ,2024-07-09,0.03602343499917293
688125.SH,2024-07-09,0.030496949804137037
688627.SH,2024-07-09,0.0011982472022452706
688679.SH,2024-07-09,0.007052233929265558
920023.SH,2024-07-09,-0.007404922083423568
300086.SZ,2024-07-10,-0.012014292595038384
300189.SZ,2024-07-10,0.022751006168106467
300236.SZ,2024-07-10,0.01537880024226118
300321.SZ,2024-07-10,-0.017534160535015463
300344.SZ,2024-07-10,-0.01877103649944956
300391.SZ,2024-07-10,0.012185208427152133
688125.SH,2024-07-10,0.002113292179115367
688627.SH,2024-07-10,0.04303720775602096
688679.SH,2024-07-10,-0.003236883681981997
920023.SH,2024-07-10,-0.006578429199192253
300086.SZ,2024-07-11,-0.022848384328962246
300189.SZ,2024-07-11,0.022273678720123785
300236.SZ,2024-07-11,0.0036912826806826064
300321.SZ,2024-07-11,0.013914513570637398
300344.SZ,2024-07-11,-0.012707093403042321
300391.SZ,2024-07-11,0.05634349228873201
688125.SH,2024-07-11,0.005263602042173668
688627.SH,2024-07-11,0.01716090604395572
688679.SH,2024-07-11,-0.018087643051465062
920023.SH,2024-07-11,-0.011877801572512576
300086.SZ,2024-07-12,-0.00979588437505138
300189.SZ,2024-07-12,0.026737261117829033
300236.SZ,2024-07-12,-0.011605567913222281
300321.SZ,2024-07-12,0.008771958827403418
300344.SZ,2024-07-12,-0.012201487828089845
300391.SZ,2024-07-12,0.007286288654487555
688125.SH,2024-07-12,-0.003934586813099984
688627.SH,2024-07-12,0.04880664219158981
688679.SH,2024-07-12,-0.01464179733091267
920023.SH,2024-07-12,-0.003012488073028573
300086.SZ,2024-07-15,-0.010857406789085049
300189.SZ,2024-07-15,0.020294483783962678
300236.SZ,2024-07-15,-0.010857378106273786
300321.SZ,2024-07-15,0.010815788548819845
300344.SZ,2024-07-15,-0.012263479400691573
300391.SZ,2024-07-15,0.0026217363445741456
688125.SH,2024-07-15,0.0058214687393086315
688627.SH,2024-07-15,0.05362540331965892
688679.SH,2024-07-15,-0.01834016007373862
920023.SH,2024-07-15,0.0028257442633721507
300086.SZ,2024-07-16,-0.014275816883055036
300189.SZ,2024-07-16,0.00569509351736634
300236.SZ,2024-07-16,-0.029065775499808086
300321.SZ,2024-07-16,0.004879858523715511
300344.SZ,2024-07-16,-0.010722151245223873
300391.SZ,2024-07-16,-0.02981515489790435
688125.SH,2024-07-16,0.007680449597908428
688627.SH,2024-07-16,0.043833540962383004
688679.SH,2024-07-16,-0.003483126397302954
920023.SH,2024-07-16,0.000745141714886625
300086.SZ,2024-07-17,-0.019403137996782983
300189.SZ,2024-07-17,0.007585347268111888
300236.SZ,2024-07-17,-0.016254515276080708
300321.SZ,2024-07-17,-0.020201388760224332
300344.SZ,2024-07-17,-0.021720609137294362
300391.SZ,2024-07-17,-0.04845768053121239
688125.SH,2024-07-17,-0.013087413955384802
688627.SH,2024-07-17,0.03654489993937672
688679.SH,2024-07-17,-0.006597414807134411
920023.SH,2024-07-17,-0.004474055133857748
300086.SZ,2024-07-18,-0.015302235601839409
300189.SZ,2024-07-18,0.012473346883666199
300236.SZ,2024-07-18,-0.0183221108134756
300321.SZ,2024-07-18,-0.024857371863495636
300344.SZ,2024-07-18,-0.019450076073482023
300391.SZ,2024-07-18,-0.05006186052545827
688125.SH,2024-07-18,-0.010228246403125238
688627.SH,2024-07-18,0.03393804570382057
688679.SH,2024-07-18,-0.013982013841731226
920023.SH,2024-07-18,-0.06870964199939908
300086.SZ,2024-07-19,-0.011335456927580331
300189.SZ,2024-07-19,0.006861039172895111
300236.SZ,2024-07-19,-0.026839608604208493
300321.SZ,2024-07-19,-0.006459631136330261
300344.SZ,2024-07-19,-0.011047054629860617
300391.SZ,2024-07-19,-0.05362617252356438
688125.SH,2024-07-19,-0.01360859639605804
688627.SH,2024-07-19,-0.02272430559362633
688679.SH,2024-07-19,-0.030797366025695137
920023.SH,2024-07-19,-0.005687444452308481
300086.SZ,2024-07-22,-0.013287031882353903
300189.SZ,2024-07-22,0.00219663717361757
300236.SZ,2024-07-22,-0.011138965171750208
300321.SZ,2024-07-22,0.00101697296062305
300344.SZ,2024-07-22,-0.019408877170294866
300391.SZ,2024-07-22,-0.05772522228765878
688125.SH,2024-07-22,-0.012443814232232314
688627.SH,2024-07-22,-0.0120365086214566
688679.SH,2024-07-22,-0.012800965823448598
920023.SH,2024-07-22,0.021275343013348748
300086.SZ,2024-07-23,-0.0075423058926134484
300189.SZ,2024-07-23,0.00099970219482913
300236.SZ,2024-07-23,-0.005547012194144849
300321.SZ,2024-07-23,0.010067436408262924
300344.SZ,2024-07-23,-0.010695756127312118
300391.SZ,2024-07-23,-0.06375140718346936
688125.SH,2024-07-23,-0.010073212134008316
688627.SH,2024-07-23,-0.007842535777049336
688679.SH,2024-07-23,-0.020377356495392445
920023.SH,2024-07-23,0.013032373526993277
300086.SZ,2024-07-24,-0.0131681634779233
300189.SZ,2024-07-24,0.004192376508404266
300236.SZ,2024-07-24,-0.001109189458929071
300321.SZ,2024-07-24,0.011858143468371213
300344.SZ,2024-07-24,0.017562489897433475
300391.SZ,2024-07-24,-0.06941656695992275
688125.SH,2024-07-24,-0.0074790144806274935
688627.SH,2024-07-24,-0.010660992211607849
688679.SH,2024-07-24,-0.017920036438106347
920023.SH,2024-07-24,0.0032398356083861895
300086.SZ,2024-07-25,-0.018317232643719632
300189.SZ,2024-07-25,0.0006101170671542384
300236.SZ,2024-07-25,0.0069019861576819184
300321.SZ,2024-07-25,0.011098317561300869
300344.SZ,2024-07-25,-0.01508328772847728
300391.SZ,2024-07-25,-0.03659025180643434
688125.SH,2024-07-25,-0.01499186185706711
688627.SH,2024-07-25,-0.012767948707619109
688679.SH,2024-07-25,-0.010313658048518947
920023.SH,2024-07-25,-0.008950664629080734
300086.SZ,2024-07-26,-0.02818454496795076
300189.SZ,2024-07-26,0.0019302894510141665
300236.SZ,2024-07-26,0.00933865381896246
300321.SZ,2024-07-26,0.013059012218435709
300344.SZ,2024-07-26,-0.00618532012656225
300391.SZ,2024-07-26,-0.0024435855238283833
688125.SH,2024-07-26,0.003067960053284949
688627.SH,2024-07-26,-0.010368047216802677
688679.SH,2024-07-26,-0.0031498527883074777
920023.SH,2024-07-26,-0.004698830690230426
300086.SZ,2024-07-29,-0.015403210133663471
300189.SZ,2024-07-29,0.007087306461469568
300236.SZ,2024-07-29,-0.003510769652355656
300321.SZ,2024-07-29,0.004018328291392585
300344.SZ,2024-07-29,-0.01775202806161689
300391.SZ,2024-07-29,-0.006524275626109766
688125.SH,2024-07-29,-0.0037280870722421213
688627.SH,2024-07-29,0.00011930189775476941
688679.SH,2024-07-29,0.010255772212028893
920023.SH,2024-07-29,-0.007405332807558273
300086.SZ,2024-07-30,-0.01897109490001006
300189.SZ,2024-07-30,0.004254902414022402
300236.SZ,2024-07-30,-0.0016919500087236629
300321.SZ,2024-07-30,0.003944877364586107
300344.SZ,2024-07-30,-0.01019549107336274
300391.SZ,2024-07-30,0.0036378288529082255
688125.SH,2024-07-30,-0.0008962465634013332
688627.SH,2024-07-30,-0.01684205512011629
688679.SH,2024-07-30,-0.015367298459883109
920023.SH,2024-07-30,-0.010542812048195434
300086.SZ,2024-07-31,-0.012368067787464247
300189.SZ,2024-07-31,-0.004892512658074291
300236.SZ,2024-07-31,0.006510523866787147
300321.SZ,2024-07-31,0.001650771385482495
300344.SZ,2024-07-31,-0.004662583329031898
300391.SZ,2024-07-31,0.009451840924521929
688125.SH,2024-07-31,0.006221433200933588
688627.SH,2024-07-31,-0.0019339771209396844
688679.SH,2024-07-31,-0.0025729602190059805
920023.SH,2024-07-31,-0.007372327836603006
300086.SZ,2024-08-01,-0.007034831099893071
300189.SZ,2024-08-01,-0.005915593117583405
300236.SZ,2024-08-01,0.012784615109388813
300321.SZ,2024-08-01,-0.0024265963380199103
300344.SZ,2024-08-01,-0.006478043692180633
300391.SZ,2024-08-01,0.00426090611817777
688125.SH,2024-08-01,0.00012409697258926775
688627.SH,2024-08-01,-0.004409637187818196
688679.SH,2024-08-01,-0.006017960435241073
920023.SH,2024-08-01,-0.00029764352949580766
300086.SZ,2024-08-02,-0.01873658162315214
300189.SZ,2024-08-02,-0.01586304899399586
300236.SZ,2024-08-02,0.006945415556466386
300321.SZ,2024-08-02,0.0002688820385397322
300344.SZ,2024-08-02,-0.010828528684623072
300391.SZ,2024-08-02,0.0016543946215782956
688125.SH,2024-08-02,-0.0024993384197217767
688627.SH,2024-08-02,-0.015361316760994583
688679.SH,2024-08-02,-0.010094983433508018
920023.SH,2024-08-02,-0.008425590640728012
300086.SZ,2024-08-05,-0.04469701652042531
300189.SZ,2024-08-05,-0.008624984739254767
300236.SZ,2024-08-05,0.0027288313935295533
300321.SZ,2024-08-05,0.001506428495052608
300344.SZ,2024-08-05,-0.010828528684623072
300391.SZ,2024-08-05,-0.0009476933947271404
688125.SH,2024-08-05,0.00024869461525298966
688627.SH,2024-08-05,-0.008326401060699314
688679.SH,2024-08-05,-0.007111083397584357
920023.SH,2024-08-05,-0.009860207789716167
300086.SZ,2024-08-06,-0.0061569690608405045
300189.SZ,2024-08-06,-0.00934252660925671
300236.SZ,2024-08-06,0.04846470253444794
300321.SZ,2024-08-06,0.004515146892699502
300344.SZ,2024-08-06,-0.006441659751750738
300391.SZ,2024-08-06,-0.011099042574054576
688125.SH,2024-08-06,-0.005247404974853843
688627.SH,2024-08-06,0.003744258013414752
688679.SH,2024-08-06,-0.027048173957241878
920023.SH,2024-08-06,-0.007667514112848999
300086.SZ,2024-08-07,-0.03410266354986073
300189.SZ,2024-08-07,-0.03745202232309889
300236.SZ,2024-08-07,0.023914489244090047
300321.SZ,2024-08-07,0.007012378579777176
300344.SZ,2024-08-07,-0.007294954729761836
300391.SZ,2024-08-07,-0.0051305717970428115
688125.SH,2024-08-07,-0.011709018933534918
688627.SH,2024-08-07,-0.004491499549901182
688679.SH,2024-08-07,-0.010521127729940953
920023.SH,2024-08-07,-0.02626225600277134
300086.SZ,2024-08-08,-0.010639617372736348
300189.SZ,2024-08-08,-0.010249797000050288
300236.SZ,2024-08-08,0.020307448789451354
300321.SZ,2024-08-08,-0.0023354394891347526
300344.SZ,2024-08-08,-0.019136984741051112
300391.SZ,2024-08-08,-0.017207174482946543
688125.SH,2024-08-08,0.003327243734039838
688627.SH,2024-08-08,-0.0066670799674501055
688679.SH,2024-08-08,0.009024649760178484
920023.SH,2024-08-08,-0.014979812265309502
300086.SZ,2024-08-09,-0.011724257079235311
300189.SZ,2024-08-09,-0.024265210197312863
300236.SZ,2024-08-09,0.017961823955724612
300321.SZ,2024-08-09,0.004113686327695165
300344.SZ,2024-08-09,-0.007964060530980196
300391.SZ,2024-08-09,-0.004918037743106174
688125.SH,2024-08-09,-0.002030383423683192
688627.SH,2024-08-09,0.0005150675233305814
688679.SH,2024-08-09,-0.011850553294720857
920023.SH,2024-08-09,-0.01654835906827186
300086.SZ,2024-08-12,-0.0006139062095058694
300189.SZ,2024-08-12,-0.023291867596884733
300236.SZ,2024-08-12,0.016760952877564034
300321.SZ,2024-08-12,0.005311301277704163
300344.SZ,2024-08-12,-0.013814133904872673
300391.SZ,2024-08-12,-0.010435334522134986
688125.SH,2024-08-12,-0.011183039156689539
688627.SH,2024-08-12,-0.003055430026829703
688679.SH,2024-08-12,-0.011866931580314242
920023.SH,2024-08-12,-0.019884679373168606
300086.SZ,2024-08-13,0.011475397487298252
300189.SZ,2024-08-13,0.00027479663577575995
300236.SZ,2024-08-13,0.0026048890100901275
300321.SZ,2024-08-13,0.0016131622721951714
300344.SZ,2024-08-13,-0.0011058958130679504
300391.SZ,2024-08-13,-0.0064649370141635016
688125.SH,2024-08-13,-0.005304452996924169
688627.SH,2024-08-13,0.002500843775454189
688679.SH,2024-08-13,-0.013809450510284534
920023.SH,2024-08-13,-0.01957838243794967
300086.SZ,2024-08-14,0.02767171193882231
300189.SZ,2024-08-14,0.002540593338648233
300236.SZ,2024-08-14,0.00731664176295311
300321.SZ,2024-08-14,-0.002777779364979236
300344.SZ,2024-08-14,-0.006115789055453866
300391.SZ,2024-08-14,-0.0076487476906371196
688125.SH,2024-08-14,0.014828399689522225
688627.SH,2024-08-14,-0.0059465296956121485
688679.SH,2024-08-14,-0.008641639486589716
920023.SH,2024-08-14,-0.011989155813291418
300086.SZ,2024-08-15,0.0467617395968951
300189.SZ,2024-08-15,4.519874591976776e-05
300236.SZ,2024-08-15,-3.78398571567674e-06
300321.SZ,2024-08-15,-0.010146005691907234
300344.SZ,2024-08-15,-0.001970905588597716
300391.SZ,2024-08-15,-0.012243521844853692
688125.SH,2024-08-15,-0.010523134489809249
688627.SH,2024-08-15,0.004655037704263669
688679.SH,2024-08-15,-0.017324547060854158
920023.SH,2024-08-15,-0.011618899263763327
300086.SZ,2024-08-16,0.049312278424811486
300189.SZ,2024-08-16,-0.00028780606416517213
300236.SZ,2024-08-16,0.018241871185524026
300321.SZ,2024-08-16,-0.00421957002653845
300344.SZ,2024-08-16,-0.016585490995727904
300391.SZ,2024-08-16,-0.01634377845181564
688125.SH,2024-08-16,-0.0021026533216101607
688627.SH,2024-08-16,-0.003812933716810178
688679.SH,2024-08-16,-0.012307043704993267
920023.SH,2024-08-16,-0.01865592070125857
300086.SZ,2024-08-19,0.060538313824036315
300189.SZ,2024-08-19,-0.01386798898920989
300236.SZ,2024-08-19,0.013307755104020935
300321.SZ,2024-08-19,0.007735307081074131
300344.SZ,2024-08-19,-0.021730412883964604
300391.SZ,2024-08-19,-0.02888873872572322
688125.SH,2024-08-19,0.023988871473660345
688627.SH,2024-08-19,-0.033306453417383586
688679.SH,2024-08-19,-0.015867752184234855
920023.SH,2024-08-19,-0.013537293159308298
300086.SZ,2024-08-20,0.009336932305482762
300189.SZ,2024-08-20,-0.0056623504218129145
300236.SZ,2024-08-20,-0.0029757606868796543
300321.SZ,2024-08-20,0.010067463158539318
300344.SZ,2024-08-20,-0.007872692834733052
300391.SZ,2024-08-20,-0.028311142200041918
688125.SH,2024-08-20,0.024955131001125296
688627.SH,2024-08-20,0.006988878539391167
688679.SH,2024-08-20,0.0019426168011114514
920023.SH,2024-08-20,-0.022135943472309624
300086.SZ,2024-08-21,0.009883579865330566
300189.SZ,2024-08-21,-0.012846834901460045
300236.SZ,2024-08-21,0.010719661931392064
300321.SZ,2024-08-21,0.024668739190328217
300344.SZ,2024-08-21,-0.005183030415458576
300391.SZ,2024-08-21,-0.02518468344337563
688125.SH,2024-08-21,-0.02839149318177493
688627.SH,2024-08-21,-0.006781962771461969
688679.SH,2024-08-21,-0.007668569455645636
920023.SH,2024-08-21,-0.01226172581712053
300086.SZ,2024-08-22,-0.0009765322332227341
300189.SZ,2024-08-22,0.0015031473666821142
300236.SZ,2024-08-22,-0.0012241259781543114
300321.SZ,2024-08-22,0.011523975435381707
300344.SZ,2024-08-22,-0.01209167071508903
300391.SZ,2024-08-22,-0.02726093048628267
688125.SH,2024-08-22,-0.0024781794905684236
688627.SH,2024-08-22,-0.023402767446066224
688679.SH,2024-08-22,0.013823156609035422
920023.SH,2024-08-22,-0.014086050367213061
300086.SZ,2024-08-23,-0.0029890064975360447
300189.SZ,2024-08-23,-0.0019839548894980655
300236.SZ,2024-08-23,-0.001673884881002737
300321.SZ,2024-08-23,0.01104190749421562
300344.SZ,2024-08-23,-0.010318794837931028
300391.SZ,2024-08-23,-0.03093548925557137
688125.SH,2024-08-23,-0.03339047593026684
688627.SH,2024-08-23,-0.01678122279381391
688679.SH,2024-08-23,-0.00200618341997772
920023.SH,2024-08-23,-0.022298146806597717
300086.SZ,2024-08-26,-0.012911162679815322
300189.SZ,2024-08-26,-0.0038082994349384154
300236.SZ,2024-08-26,-0.003469083792006051
300321.SZ,2024-08-26,0.016021274176035008
300344.SZ,2024-08-26,-0.003659645006872865
300391.SZ,2024-08-26,-0.026166127985664117
688125.SH,2024-08-26,-0.029169600422417008
688627.SH,2024-08-26,-0.052779087665440774
688679.SH,2024-08-26,0.0003153421957420077
920023.SH,2024-08-26,-0.02065056800987186
300086.SZ,2024-08-27,0.003714788131651329
300189.SZ,2024-08-27,-0.001749348497355917
300236.SZ,2024-08-27,0.014284872126516001
300321.SZ,2024-08-27,0.007566435621892571
300344.SZ,2024-08-27,-0.012827454297662947
300391.SZ,2024-08-27,-0.04040071570351086
688125.SH,2024-08-27,-0.011764837754612324
688627.SH,2024-08-27,0.026659367130786843
688679.SH,2024-08-27,0.004127583720950961
920023.SH,2024-08-27,-0.0031566257864982464
300086.SZ,2024-08-28,-0.008476296366219833
300189.SZ,2024-08-28,-0.0039035434818724913
300236.SZ,2024-08-28,0.0006302844616151303
300321.SZ,2024-08-28,0.00347981868890372
300344.SZ,2024-08-28,-0.010416238896006784
300391.SZ,2024-08-28,-0.03651805815950744
688125.SH,2024-08-28,-0.009026486980392927
688627.SH,2024-08-28,0.023586791697544667
688679.SH,2024-08-28,-0.0058912386478480955
920023.SH,2024-08-28,-0.012413242065224511
300086.SZ,2024-08-29,-0.001207794353148198
300189.SZ,2024-08-29,0.003197289347914801
300236.SZ,2024-08-29,-0.001724416726947387
300321.SZ,2024-08-29,0.003416853922454535
300344.SZ,2024-08-29,-0.002769226787736187
300391.SZ,2024-08-29,-0.04040071570351086
688125.SH,2024-08-29,-0.0019896637376660394
688627.SH,2024-08-29,0.0037974447100169715
688679.SH,2024-08-29,-0.006372018263629345
920023.SH,2024-08-29,-0.011334656474179118
300086.SZ,2024-08-30,-0.002416169303710559
300189.SZ,2024-08-30,-0.007638508518578589
300236.SZ,2024-08-30,-0.0005511482811218518
300321.SZ,2024-08-30,0.0013047065239140422
300344.SZ,2024-08-30,-0.0007150899884755442
300391.SZ,2024-08-30,-0.033802052537999096
688125.SH,2024-08-30,-0.0010446935861010871
688627.SH,2024-08-30,-0.004851084912939252
688679.SH,2024-08-30,-0.004543716070602627
920023.SH,2024-08-30,-0.0023634042833946736
300086.SZ,2024-09-02,-0.00047253284760925373
300189.SZ,2024-09-02,-0.0013906813275786202
300236.SZ,2024-09-02,0.012407265092385772
300321.SZ,2024-09-02,-0.009325511111619745
300344.SZ,2024-09-02,-0.008129983878247126
300391.SZ,2024-09-02,-0.023110640966254314
688125.SH,2024-09-02,0.0007987331794705968
688627.SH,2024-09-02,-0.025638149264921344
