ticker,trade_date,alpha_score_gbdt
688125.SH,2024-03-29,0.0
688627.SH,2024-03-29,0.0
688679.SH,2024-03-29,0.0
920023.SH,2024-03-29,0.0
300086.SZ,2024-04-01,0.0
300189.SZ,2024-04-01,0.0
300236.SZ,2024-04-01,0.0
300321.SZ,2024-04-01,0.0
300344.SZ,2024-04-01,0.0
300391.SZ,2024-04-01,0.0
688125.SH,2024-04-01,0.0
688627.SH,2024-04-01,0.0
688679.SH,2024-04-01,0.0
920023.SH,2024-04-01,0.0
300086.SZ,2024-04-02,0.0
300189.SZ,2024-04-02,0.0
300236.SZ,2024-04-02,0.0
300321.SZ,2024-04-02,0.0
300344.SZ,2024-04-02,0.0
300391.SZ,2024-04-02,0.0
688125.SH,2024-04-02,0.0
688627.SH,2024-04-02,0.0
688679.SH,2024-04-02,0.0
920023.SH,2024-04-02,0.0
300086.SZ,2024-04-03,0.0
300189.SZ,2024-04-03,0.0
300236.SZ,2024-04-03,0.0
300321.SZ,2024-04-03,0.0
300344.SZ,2024-04-03,0.0
300391.SZ,2024-04-03,0.0
688125.SH,2024-04-03,0.0
688627.SH,2024-04-03,0.0
688679.SH,2024-04-03,0.0
920023.SH,2024-04-03,0.0
300086.SZ,2024-04-08,0.0
300189.SZ,2024-04-08,0.0
300236.SZ,2024-04-08,0.0
300321.SZ,2024-04-08,0.0
300344.SZ,2024-04-08,0.0
300391.SZ,2024-04-08,0.0
688125.SH,2024-04-08,0.0
688627.SH,2024-04-08,0.0
688679.SH,2024-04-08,0.0
920023.SH,2024-04-08,0.0
300086.SZ,2024-04-09,0.0
300189.SZ,2024-04-09,0.0
300236.SZ,2024-04-09,0.0
300321.SZ,2024-04-09,0.0
300344.SZ,2024-04-09,0.0
300391.SZ,2024-04-09,0.0
688125.SH,2024-04-09,0.0
688627.SH,2024-04-09,0.0
688679.SH,2024-04-09,0.0
920023.SH,2024-04-09,0.0
300086.SZ,2024-04-10,0.0
300189.SZ,2024-04-10,0.0
300236.SZ,2024-04-10,0.0
300321.SZ,2024-04-10,0.0
300344.SZ,2024-04-10,0.0
300391.SZ,2024-04-10,0.0
688125.SH,2024-04-10,0.0
688627.SH,2024-04-10,0.0
688679.SH,2024-04-10,0.0
920023.SH,2024-04-10,0.0
300086.SZ,2024-04-11,0.0
300189.SZ,2024-04-11,0.0
300236.SZ,2024-04-11,0.0
300321.SZ,2024-04-11,0.0
300344.SZ,2024-04-11,0.0
300391.SZ,2024-04-11,0.0
688125.SH,2024-04-11,0.0
688627.SH,2024-04-11,0.0
688679.SH,2024-04-11,0.0
920023.SH,2024-04-11,0.0
300086.SZ,2024-04-12,0.0
300189.SZ,2024-04-12,0.0
300236.SZ,2024-04-12,0.0
300321.SZ,2024-04-12,0.0
300344.SZ,2024-04-12,0.0
300391.SZ,2024-04-12,0.0
688125.SH,2024-04-12,0.0
688627.SH,2024-04-12,0.0
688679.SH,2024-04-12,0.0
920023.SH,2024-04-12,0.0
300086.SZ,2024-04-15,0.0
300189.SZ,2024-04-15,0.0
300236.SZ,2024-04-15,0.0
300321.SZ,2024-04-15,0.0
300344.SZ,2024-04-15,0.0
300391.SZ,2024-04-15,0.0
688125.SH,2024-04-15,0.0
688627.SH,2024-04-15,0.0
688679.SH,2024-04-15,0.0
920023.SH,2024-04-15,0.0
300086.SZ,2024-04-16,0.0
300189.SZ,2024-04-16,0.0
300236.SZ,2024-04-16,0.0
300321.SZ,2024-04-16,0.0
300344.SZ,2024-04-16,0.0
300391.SZ,2024-04-16,0.0
688125.SH,2024-04-16,0.0
688627.SH,2024-04-16,0.0
688679.SH,2024-04-16,0.0
920023.SH,2024-04-16,0.0
300086.SZ,2024-04-17,0.0
300189.SZ,2024-04-17,0.0
300236.SZ,2024-04-17,0.0
300321.SZ,2024-04-17,0.0
300344.SZ,2024-04-17,0.0
300391.SZ,2024-04-17,0.0
688125.SH,2024-04-17,0.0
688627.SH,2024-04-17,0.0
688679.SH,2024-04-17,0.0
920023.SH,2024-04-17,0.0
300086.SZ,2024-04-18,0.0
300189.SZ,2024-04-18,0.0
300236.SZ,2024-04-18,0.0
300321.SZ,2024-04-18,0.0
300344.SZ,2024-04-18,0.0
300391.SZ,2024-04-18,0.0
688125.SH,2024-04-18,0.0
688627.SH,2024-04-18,0.0
688679.SH,2024-04-18,0.0
920023.SH,2024-04-18,0.0
300086.SZ,2024-04-19,0.0
300189.SZ,2024-04-19,0.0
300236.SZ,2024-04-19,0.0
300321.SZ,2024-04-19,0.0
300344.SZ,2024-04-19,0.0
300391.SZ,2024-04-19,0.0
688125.SH,2024-04-19,0.0
688627.SH,2024-04-19,0.0
688679.SH,2024-04-19,0.0
920023.SH,2024-04-19,0.0
300086.SZ,2024-04-22,0.0
300189.SZ,2024-04-22,0.0
300236.SZ,2024-04-22,0.0
300321.SZ,2024-04-22,0.0
300344.SZ,2024-04-22,0.0
300391.SZ,2024-04-22,0.0
688125.SH,2024-04-22,0.0
688627.SH,2024-04-22,0.0
688679.SH,2024-04-22,0.0
920023.SH,2024-04-22,0.0
300086.SZ,2024-04-23,0.0
300189.SZ,2024-04-23,0.0
300236.SZ,2024-04-23,0.0
300321.SZ,2024-04-23,0.0
300344.SZ,2024-04-23,0.0
300391.SZ,2024-04-23,0.0
688125.SH,2024-04-23,0.0
688627.SH,2024-04-23,0.0
688679.SH,2024-04-23,0.0
920023.SH,2024-04-23,0.0
300086.SZ,2024-04-24,0.0
300189.SZ,2024-04-24,0.0
300236.SZ,2024-04-24,0.0
300321.SZ,2024-04-24,0.0
300344.SZ,2024-04-24,0.0
300391.SZ,2024-04-24,0.0
688125.SH,2024-04-24,0.0
688627.SH,2024-04-24,0.0
688679.SH,2024-04-24,0.0
920023.SH,2024-04-24,0.0
300086.SZ,2024-04-25,0.0
300189.SZ,2024-04-25,0.0
300236.SZ,2024-04-25,0.0
300321.SZ,2024-04-25,0.0
300344.SZ,2024-04-25,0.0
300391.SZ,2024-04-25,0.0
688125.SH,2024-04-25,0.0
688627.SH,2024-04-25,0.0
688679.SH,2024-04-25,0.0
920023.SH,2024-04-25,0.0
300086.SZ,2024-04-26,0.0
300189.SZ,2024-04-26,0.0
300236.SZ,2024-04-26,0.0
300321.SZ,2024-04-26,0.0
300344.SZ,2024-04-26,0.0
300391.SZ,2024-04-26,0.0
688125.SH,2024-04-26,0.0
688627.SH,2024-04-26,0.0
688679.SH,2024-04-26,0.0
920023.SH,2024-04-26,0.0
300086.SZ,2024-04-29,0.0
300189.SZ,2024-04-29,0.0
300236.SZ,2024-04-29,0.0
300321.SZ,2024-04-29,0.0
300344.SZ,2024-04-29,0.0
300391.SZ,2024-04-29,0.0
688125.SH,2024-04-29,0.0
688627.SH,2024-04-29,0.0
688679.SH,2024-04-29,0.0
920023.SH,2024-04-29,0.0
300086.SZ,2024-04-30,0.0
300189.SZ,2024-04-30,0.0
300236.SZ,2024-04-30,0.0
300321.SZ,2024-04-30,0.0
300344.SZ,2024-04-30,0.0
300391.SZ,2024-04-30,0.0
688125.SH,2024-04-30,0.0
688627.SH,2024-04-30,0.0
688679.SH,2024-04-30,0.0
920023.SH,2024-04-30,0.0
300086.SZ,2024-05-06,0.0
300189.SZ,2024-05-06,0.0
300236.SZ,2024-05-06,0.0
300321.SZ,2024-05-06,0.0
300344.SZ,2024-05-06,0.0
300391.SZ,2024-05-06,0.0
688125.SH,2024-05-06,0.0
688627.SH,2024-05-06,0.0
688679.SH,2024-05-06,0.0
920023.SH,2024-05-06,0.0
300086.SZ,2024-05-07,0.0
300189.SZ,2024-05-07,0.0
300236.SZ,2024-05-07,0.0
300321.SZ,2024-05-07,0.0
300344.SZ,2024-05-07,0.0
300391.SZ,2024-05-07,0.0
688125.SH,2024-05-07,0.0
688627.SH,2024-05-07,0.0
688679.SH,2024-05-07,0.0
920023.SH,2024-05-07,0.0
300086.SZ,2024-05-08,0.0
300189.SZ,2024-05-08,0.0
300236.SZ,2024-05-08,0.0
300321.SZ,2024-05-08,0.0
300344.SZ,2024-05-08,0.0
300391.SZ,2024-05-08,0.0
688125.SH,2024-05-08,0.0
688627.SH,2024-05-08,0.0
688679.SH,2024-05-08,0.0
920023.SH,2024-05-08,0.0
300086.SZ,2024-05-09,0.0
300189.SZ,2024-05-09,0.0
300236.SZ,2024-05-09,0.0
300321.SZ,2024-05-09,0.0
300344.SZ,2024-05-09,0.0
300391.SZ,2024-05-09,0.0
688125.SH,2024-05-09,0.0
688627.SH,2024-05-09,0.0
688679.SH,2024-05-09,0.0
920023.SH,2024-05-09,0.0
300086.SZ,2024-05-10,0.0
300189.SZ,2024-05-10,0.0
300236.SZ,2024-05-10,0.0
300321.SZ,2024-05-10,0.0
300344.SZ,2024-05-10,0.0
300391.SZ,2024-05-10,0.0
688125.SH,2024-05-10,0.0
688627.SH,2024-05-10,0.0
688679.SH,2024-05-10,0.0
920023.SH,2024-05-10,0.0
300086.SZ,2024-05-13,0.0
300189.SZ,2024-05-13,0.0
300236.SZ,2024-05-13,0.0
300321.SZ,2024-05-13,0.0
300344.SZ,2024-05-13,0.0
300391.SZ,2024-05-13,0.0
688125.SH,2024-05-13,0.0
688627.SH,2024-05-13,0.0
688679.SH,2024-05-13,0.0
920023.SH,2024-05-13,0.0
300086.SZ,2024-05-14,0.0
300189.SZ,2024-05-14,0.0
300236.SZ,2024-05-14,0.0
300321.SZ,2024-05-14,0.0
300344.SZ,2024-05-14,0.0
300391.SZ,2024-05-14,0.0
688125.SH,2024-05-14,0.0
688627.SH,2024-05-14,0.0
688679.SH,2024-05-14,0.0
920023.SH,2024-05-14,0.0
300086.SZ,2024-05-15,0.0
300189.SZ,2024-05-15,0.0
300236.SZ,2024-05-15,0.0
300321.SZ,2024-05-15,0.0
300344.SZ,2024-05-15,0.0
300391.SZ,2024-05-15,0.0
688125.SH,2024-05-15,0.0
688627.SH,2024-05-15,0.0
688679.SH,2024-05-15,0.0
920023.SH,2024-05-15,0.0
300086.SZ,2024-05-16,0.0
300189.SZ,2024-05-16,0.0
300236.SZ,2024-05-16,0.0
300321.SZ,2024-05-16,0.0
300344.SZ,2024-05-16,0.0
300391.SZ,2024-05-16,0.0
688125.SH,2024-05-16,0.0
688627.SH,2024-05-16,0.0
688679.SH,2024-05-16,0.0
920023.SH,2024-05-16,0.0
300086.SZ,2024-05-17,0.0
300189.SZ,2024-05-17,0.0
300236.SZ,2024-05-17,0.0
300321.SZ,2024-05-17,0.0
300344.SZ,2024-05-17,0.0
300391.SZ,2024-05-17,0.0
688125.SH,2024-05-17,0.0
688627.SH,2024-05-17,0.0
688679.SH,2024-05-17,0.0
920023.SH,2024-05-17,0.0
300086.SZ,2024-05-20,0.0
300189.SZ,2024-05-20,0.0
300236.SZ,2024-05-20,0.0
300321.SZ,2024-05-20,0.0
300344.SZ,2024-05-20,0.0
300391.SZ,2024-05-20,0.0
688125.SH,2024-05-20,0.0
688627.SH,2024-05-20,0.0
688679.SH,2024-05-20,0.0
920023.SH,2024-05-20,0.0
300086.SZ,2024-05-21,0.0
300189.SZ,2024-05-21,0.0
300236.SZ,2024-05-21,0.0
300321.SZ,2024-05-21,0.0
300344.SZ,2024-05-21,0.0
300391.SZ,2024-05-21,0.0
688125.SH,2024-05-21,0.0
688627.SH,2024-05-21,0.0
688679.SH,2024-05-21,0.0
920023.SH,2024-05-21,0.0
300086.SZ,2024-05-22,0.0
300189.SZ,2024-05-22,0.0
300236.SZ,2024-05-22,0.0
300321.SZ,2024-05-22,0.0
300344.SZ,2024-05-22,0.0
300391.SZ,2024-05-22,0.0
688125.SH,2024-05-22,0.0
688627.SH,2024-05-22,0.0
688679.SH,2024-05-22,0.0
920023.SH,2024-05-22,0.0
300086.SZ,2024-05-23,0.0
300189.SZ,2024-05-23,0.0
300236.SZ,2024-05-23,0.0
300321.SZ,2024-05-23,0.0
300344.SZ,2024-05-23,0.0
300391.SZ,2024-05-23,0.0
688125.SH,2024-05-23,0.0
688627.SH,2024-05-23,0.0
688679.SH,2024-05-23,0.0
920023.SH,2024-05-23,0.0
300086.SZ,2024-05-24,0.0
300189.SZ,2024-05-24,0.0
300236.SZ,2024-05-24,0.0
300321.SZ,2024-05-24,0.0
300344.SZ,2024-05-24,0.0
300391.SZ,2024-05-24,0.0
688125.SH,2024-05-24,0.0
688627.SH,2024-05-24,0.0
688679.SH,2024-05-24,0.0
920023.SH,2024-05-24,0.0
300086.SZ,2024-05-27,0.0
300189.SZ,2024-05-27,0.0
300236.SZ,2024-05-27,0.0
300321.SZ,2024-05-27,0.0
300344.SZ,2024-05-27,0.0
300391.SZ,2024-05-27,0.0
688125.SH,2024-05-27,0.0
688627.SH,2024-05-27,0.0
688679.SH,2024-05-27,0.0
920023.SH,2024-05-27,0.0
300086.SZ,2024-05-28,0.0
300189.SZ,2024-05-28,0.0
300236.SZ,2024-05-28,0.0
300321.SZ,2024-05-28,0.0
300344.SZ,2024-05-28,0.0
300391.SZ,2024-05-28,0.0
688125.SH,2024-05-28,0.0
688627.SH,2024-05-28,0.0
688679.SH,2024-05-28,0.0
920023.SH,2024-05-28,0.0
300086.SZ,2024-05-29,0.0
300189.SZ,2024-05-29,0.0
300236.SZ,2024-05-29,0.0
300321.SZ,2024-05-29,0.0
300344.SZ,2024-05-29,0.0
300391.SZ,2024-05-29,0.0
688125.SH,2024-05-29,0.0
688627.SH,2024-05-29,0.0
688679.SH,2024-05-29,0.0
920023.SH,2024-05-29,0.0
300086.SZ,2024-05-30,0.0
300189.SZ,2024-05-30,0.0
300236.SZ,2024-05-30,0.0
300321.SZ,2024-05-30,0.0
300344.SZ,2024-05-30,0.0
300391.SZ,2024-05-30,0.0
688125.SH,2024-05-30,0.0
688627.SH,2024-05-30,0.0
688679.SH,2024-05-30,0.0
920023.SH,2024-05-30,0.0
300086.SZ,2024-05-31,0.0
300189.SZ,2024-05-31,0.0
300236.SZ,2024-05-31,0.0
300321.SZ,2024-05-31,0.0
300344.SZ,2024-05-31,0.0
300391.SZ,2024-05-31,0.0
688125.SH,2024-05-31,0.0
688627.SH,2024-05-31,0.0
688679.SH,2024-05-31,0.0
920023.SH,2024-05-31,0.0
300086.SZ,2024-06-03,0.0
300189.SZ,2024-06-03,0.0
300236.SZ,2024-06-03,0.0
300321.SZ,2024-06-03,0.0
300344.SZ,2024-06-03,0.0
300391.SZ,2024-06-03,0.0
688125.SH,2024-06-03,0.0
688627.SH,2024-06-03,0.0
688679.SH,2024-06-03,0.0
920023.SH,2024-06-03,0.0
300086.SZ,2024-06-04,0.0
300189.SZ,2024-06-04,0.0
300236.SZ,2024-06-04,0.0
300321.SZ,2024-06-04,0.0
300344.SZ,2024-06-04,0.0
300391.SZ,2024-06-04,0.0
688125.SH,2024-06-04,0.0
688627.SH,2024-06-04,0.0
688679.SH,2024-06-04,0.0
920023.SH,2024-06-04,0.0
300086.SZ,2024-06-05,0.0
300189.SZ,2024-06-05,0.0
300236.SZ,2024-06-05,-0.008974755324077155
300321.SZ,2024-06-05,0.0033144552111059235
300344.SZ,2024-06-05,-0.021821647789544842
300391.SZ,2024-06-05,-0.01616333645580128
688125.SH,2024-06-05,-0.008859131610062552
688627.SH,2024-06-05,0.0356042387305791
688679.SH,2024-06-05,-0.019940723782811004
920023.SH,2024-06-05,-0.0027269060321476048
300086.SZ,2024-06-06,-0.042139688420097
300189.SZ,2024-06-06,-0.06491301853050972
300236.SZ,2024-06-06,-0.006403413313218076
300321.SZ,2024-06-06,-0.02393974441847038
300344.SZ,2024-06-06,-0.019781783335214846
300391.SZ,2024-06-06,0.013197042820079833
688125.SH,2024-06-06,-0.019718594897035376
688627.SH,2024-06-06,0.009235291680909696
688679.SH,2024-06-06,-0.003552873478946633
920023.SH,2024-06-06,-0.005378954610762274
300086.SZ,2024-06-07,-0.04667399830952202
300189.SZ,2024-06-07,-0.0750374573407999
300236.SZ,2024-06-07,-0.00957726778868297
300321.SZ,2024-06-07,-0.02244858043653213
300344.SZ,2024-06-07,0.006862423685230724
300391.SZ,2024-06-07,0.04411130615855545
688125.SH,2024-06-07,-0.020051900122768272
688627.SH,2024-06-07,0.010912398016228052
688679.SH,2024-06-07,0.02101144138925936
920023.SH,2024-06-07,-0.004006794740071186
300086.SZ,2024-06-11,-0.007674028304574991
300189.SZ,2024-06-11,-0.040638053576594085
